Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
28-Mar-2016,Leon CH,Hard,F,239,118,(6) Michael Berrer [GER] d. (ALT) Souza,6-3 6-2,0.64,6.5%,2.2%,58.7%,66.7%,52.6%,1/4,1:05
13-Oct-2014,San Juan CH,Clay,F,104,89,(1) Diego Schwartzman [ARG] d. (2) Souza,7-6(5) 6-3,0.88,12.1%,4.5%,63.6%,66.7%,50.0%,4/8,1:35
22-Sep-2014,Pereira CH,Clay,F,101,81,(1) Victor Estrella [DOM] d. (5) Souza,7-6(5) 3-6 7-6(6),1.08,8.6%,1.7%,62.1%,79.2%,50.0%,5/7,3:17
30-Dec-2013,Sao Paulo CH,Hard,F,140,91,(7) Souza d. (2) Alejandro Gonzalez [COL],6-4 6-4,1.26,1.7%,3.4%,81.4%,70.8%,63.6%,6/7,1:32
07-Oct-2013,Sao Jose Do Rio Preto CH,Clay,F,158,113,(6) Souza d. (2) Alejandro Gonzalez [COL],7-6(0) 6-3,1.89,9.7%,1.6%,62.9%,79.5%,73.9%,3/4,1:51
01-Oct-2012,Quito CH,Clay,F,152,129,(4) Souza d. (2) Guillaume Rufin [FRA],6-2 7-6(4),1.88,22.4%,0.0%,63.3%,83.9%,88.9%,0/0,1:22
10-Sep-2012,Cali CH,Clay,F,171,140,(8) Souza d. (5) Thiago Alves [BRA],6-2 6-4,1.43,19.0%,8.6%,60.3%,88.6%,43.5%,2/2,1:33
09-May-2011,Zagreb CH,Clay,F,146,133,Diego Junqueira [ARG] d. Souza,6-3 6-4,0.73,5.3%,3.5%,64.9%,56.8%,45.0%,2/6,1:22
05-Apr-2010,Bogota CH,Clay,F,153,68,(8) Souza d. (1) Alejandro Falla [COL],4-6 6-4 6-1,1.13,6.7%,5.6%,47.2%,76.2%,48.9%,5/8,2:02
02-Nov-2009,Medellin CH,Clay,F,183,90,(1) Juan Ignacio Chela [ARG] d. Souza,6-4 4-6 6-4,,,,,,,,
