Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2017 Medellin CH F,L vs Jarry,33.0%,42.0%,51.9%,35.9%,50.0%,59.5%,47.6%,56.2%,55.0%,45.5%,25.0%,19.5%,29.3%,54.5%,73
2014 Sao Paulo CH F,W vs Gonzalez,28.8%,45.8%,60.0%,37.8%,34.8%,50.0%,56.7%,46.3%,40.0%,46.2%,33.3%,9.1%,36.4%,70.0%,-33
Career (2 matches),,31.3%,43.5%,55.3%,36.7%,42.0%,54.5%,52.9%,51.0%,47.5%,45.8%,28.6%,17.3%,30.8%,58.1%,50
