Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,33,21,12,63.6%,3,1,2,33.3%,1990,2001,QF,0,,,,,,,,,,
Roland Garros,13,Clay,27,13,14,48.1%,3,1,2,33.3%,1988,2000,R16,0,,,,,,,,,,
Wimbledon,10,Grass,25,15,10,60.0%,3,1,2,33.3%,1991,2000,R16,0,,,,,,,,,,
US Open,10,Hard,21,11,10,52.4%,4,1,3,25.0%,1990,2000,R16,0,,,,,,,,,,
Olympics,2,,7,5,2,71.4%,0,0,0,-,1992,2000,QF,0,,,,,,,,,,
Fed Cup,11,,38,25,13,65.8%,2,1,1,50.0%,1988,1998,,0,,,,,,,,,,
Leipzig,9,Carpet,16,7,9,43.8%,3,1,2,33.3%,1992,2000,QF,0,,,,,,,,,,
Sydney,9,Hard,15,6,9,40.0%,4,2,2,50.0%,1991,2000,R16,0,,,,,,,,,,
Linz,7,Carpet,21,16,5,76.2%,4,2,2,50.0%,1994,2000,W,0,,,,,,,,,,
Filderstadt,7,Hard,18,11,7,61.1%,5,3,2,60.0%,1990,2000,QF,0,,,,,,,,,,
Paris,7,Carpet,14,7,7,50.0%,3,1,2,33.3%,1994,2000,QF,0,,,,,,,,,,
Strasbourg,6,Clay,13,7,6,53.8%,3,1,2,33.3%,1989,1997,QF,0,,,,,,,,,,
