Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),177,402,250,1503,237,1469,202,1488,219,1376,191,416,,
2025,152,482,232,1520,225,1491,194,1500,219,1384,162,494
2024,94,797,142,1635,166,1545,105,1618,162,1458,239,329
2023,122,595,184,1548,215,1454,149,1536,146,1469,,
2022,147,427,206,1508,196,1481,183,1467,148,1456,,
2021,261,270,289,1321,287,1269,272,1305,,,,
2020,443,99,,,,,,,,,651,69
2019,605,49,,,,,,,,,817,35
2018,846,3,,,,,,,,,,
2017,731,24,,,,,,,,,1074,12
