Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Iasi R16,W vs Avanesyan,18.4%,24.1%,44.8%,16.7%,23.3%,44.0%,48.4%,48.3%,100.0%,26.1%,30.4%,47.1%,62.5%,66.7%,100.0%,75
2025 Merida R32,L vs Arango,4.9%,4.9%,40.4%,4.7%,4.7%,36.6%,70.0%,34.8%,0.0%,5.9%,5.9%,50.0%,50.0%,42.9%,100.0%,-55
2024 Madrid R128,W vs Raducanu,17.4%,27.5%,55.8%,14.8%,24.1%,52.2%,62.5%,70.0%,50.0%,40.0%,60.0%,83.3%,33.3%,50.0%,50.0%,188
2024 Miami R128,L vs Fruhvirtova,7.1%,12.5%,43.8%,9.8%,17.1%,51.4%,35.0%,19.0%,16.7%,0.0%,0.0%,18.2%,0.0%,0.0%,0.0%,-119
2021 BJK Cup RR,W vs Rybakina,20.7%,21.8%,47.0%,28.3%,28.3%,63.6%,23.8%,20.0%,50.0%,13.2%,15.8%,30.3%,19.0%,5.9%,0.0%,-16
Last 52 Weeks (1 matches),,18.4%,24.1%,44.8%,16.7%,23.3%,44.0%,48.4%,48.3%,100.0%,26.1%,30.4%,47.1%,62.5%,66.7%,100.0%,75
Career (5 matches),,14.7%,19.2%,46.2%,15.2%,20.1%,48.8%,48.3%,40.6%,37.5%,16.2%,20.2%,39.8%,31.4%,33.3%,50.0%,40
