Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,4,1,3,25.0%,2,0,2,0.0%,2023,2026,R128,4,0.96,2.2%,6.1%,67.1%,61.0%,41.7%,54.6%,43.4%,62.5%,66.7%
Roland Garros,3,Clay,7,4,3,57.1%,1,0,1,0.0%,2023,2025,R128,7,1.14,0.2%,7.1%,71.1%,61.1%,35.3%,53.6%,52.7%,50.0%,54.3%
Wimbledon,4,Grass,7,3,4,42.9%,3,1,2,33.3%,2022,2025,R128,7,1.01,1.5%,4.6%,69.4%,56.9%,39.1%,51.5%,48.9%,50.0%,46.7%
US Open,4,Hard,5,1,4,20.0%,2,1,1,50.0%,2022,2025,R128,5,0.91,1.8%,9.7%,62.7%,64.0%,34.5%,53.0%,42.8%,63.1%,37.0%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2024,2024,R32,2,1.07,0.0%,7.4%,67.0%,58.7%,35.5%,51.1%,52.2%,33.3%,58.3%
Indian Wells,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2024,2026,R128,5,0.98,0.3%,7.7%,71.4%,56.3%,38.2%,51.1%,47.9%,61.2%,45.0%
Merida,4,Hard,7,2,5,28.6%,2,1,1,50.0%,2023,2026,R32,7,0.88,1.5%,6.8%,65.6%,50.8%,36.6%,45.9%,47.5%,34.4%,40.5%
Buenos Aires 125,4,Clay,15,11,4,73.3%,3,2,1,66.7%,2022,2025,F,15,1.16,1.4%,6.5%,64.7%,59.8%,40.6%,53.0%,54.3%,52.0%,58.4%
Colina 125,3,Clay,9,6,3,66.7%,2,1,1,50.0%,2023,2025,F,9,1.13,1.3%,5.7%,71.1%,63.4%,41.4%,57.0%,48.5%,65.1%,46.5%
Iasi,2,Clay,4,2,2,50.0%,1,1,0,100.0%,2024,2025,QF,4,0.97,0.4%,4.3%,72.8%,55.7%,37.3%,50.7%,47.8%,38.7%,41.5%
Bastad 125,2,Clay,3,1,2,33.3%,1,1,0,100.0%,2024,2025,R16,3,0.94,0.0%,3.6%,78.6%,52.8%,39.6%,50.0%,47.2%,30.4%,73.7%
