Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,15,4,11,26.7%,12-25,32.4%,141-190,42.6%,1-2,33.3%,15,50.3%,35.2%,1.2%,7.2%,67.8%,56.7%,35.5%,49.9%,44.0%,46.9%,0.88
Clay,31,14,17,45.2%,31-39,44.3%,300-315,48.8%,2-3,40.0%,30,54.1%,44.9%,0.5%,7.5%,67.7%,59.1%,34.7%,51.2%,47.9%,49.5%,0.98
Grass,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,30.0%,40.0%,1.5%,7.7%,56.9%,43.2%,28.6%,36.9%,44.6%,41.0%,0.71
Grand Slams,5,0,5,0.0%,1-10,9.1%,38-65,36.9%,0-1,0.0%,5,39.2%,35.3%,1.2%,9.2%,63.0%,54.5%,28.0%,44.7%,43.8%,44.2%,0.79
Premiers,3,1,2,33.3%,3-5,37.5%,34-42,44.7%,0-1,0.0%,3,62.2%,28.9%,1.9%,6.0%,68.5%,59.0%,40.5%,53.2%,43.0%,47.9%,0.92
Internationals,18,6,12,33.3%,15-28,34.9%,162-213,43.2%,1-1,50.0%,18,51.6%,34.9%,0.8%,7.2%,67.5%,58.4%,34.6%,50.7%,44.5%,47.5%,0.90
Semi-finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,22.2%,50.0%,0.0%,16.7%,51.9%,53.6%,23.1%,38.9%,51.4%,46.0%,0.84
Quarter-finals,2,1,1,50.0%,2-2,50.0%,17-13,56.7%,0-0,-,2,66.7%,46.7%,0.0%,7.5%,70.8%,65.3%,32.3%,55.7%,47.3%,51.8%,1.07
vs Righties,41,15,26,36.6%,35-59,37.2%,371-449,45.2%,2-3,40.0%,41,49.6%,41.2%,0.6%,7.8%,67.1%,57.2%,33.7%,49.5%,46.4%,48.0%,0.92
vs Lefties,5,2,3,40.0%,6-7,46.2%,65-65,50.0%,1-2,33.3%,4,66.7%,40.0%,1.9%,4.3%,69.0%,60.2%,43.1%,54.9%,44.9%,50.2%,1.00
vs Top 10,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,2,18.8%,31.3%,0.8%,7.9%,70.6%,47.2%,27.0%,41.3%,43.9%,42.5%,0.75
