Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,111,44,67,39.6%,124-160,43.7%,1338-1432,48.3%,19-24,44.2%,98,75.9%,18.5%,6.1%,4.3%,58.5%,69.1%,50.8%,61.5%,34.4%,48.3%,0.89
Clay,61,22,39,36.1%,67-88,43.2%,692-767,47.4%,11-12,47.8%,52,70.5%,22.3%,4.6%,4.2%,59.2%,66.8%,48.7%,59.4%,36.8%,48.3%,0.91
Grass,11,1,10,9.1%,5-24,17.2%,114-166,40.7%,1-5,16.7%,11,73.3%,10.1%,5.0%,4.7%,60.0%,67.5%,46.3%,59.0%,28.0%,44.7%,0.68
Carpet,1,0,1,0.0%,0-3,0.0%,11-19,36.7%,0-1,0.0%,0,,,,,,,,,,,
Grand Slams,24,4,20,16.7%,19-59,24.4%,310-429,41.9%,1-8,11.1%,24,67.4%,17.4%,4.3%,4.6%,59.0%,64.2%,47.6%,57.4%,33.8%,46.1%,0.79
Masters,29,7,22,24.1%,23-45,33.8%,303-363,45.5%,5-6,45.5%,29,73.5%,17.5%,5.8%,4.6%,57.5%,69.1%,49.1%,60.6%,33.5%,47.5%,0.85
Other Tours,108,40,68,37.0%,105-143,42.3%,1141-1249,47.7%,16-24,40.0%,108,76.1%,20.0%,5.8%,4.2%,59.1%,69.3%,50.7%,61.7%,35.4%,48.8%,0.92
Best of 5,43,17,26,39.5%,61-85,41.8%,662-742,47.2%,9-12,42.9%,24,67.4%,17.4%,4.3%,4.6%,59.0%,64.2%,47.6%,57.4%,33.8%,46.1%,0.79
Best of 3,141,50,91,35.5%,135-190,41.5%,1493-1642,47.6%,22-30,42.3%,137,75.6%,19.4%,5.8%,4.3%,58.8%,69.3%,50.4%,61.5%,35.0%,48.5%,0.91
Finals,3,1,2,33.3%,3-4,42.9%,30-39,43.5%,1-1,50.0%,3,73.5%,12.1%,5.2%,3.0%,57.6%,63.9%,55.1%,60.2%,30.1%,46.4%,0.76
Semi-finals,3,3,0,100.0%,6-0,100.0%,39-24,61.9%,2-0,100.0%,3,93.3%,29.0%,4.4%,3.8%,62.6%,74.6%,64.7%,70.9%,41.1%,55.0%,1.41
Quarter-finals,4,3,1,75.0%,6-3,66.7%,53-40,57.0%,1-2,33.3%,4,88.6%,28.3%,5.9%,1.5%,63.2%,76.5%,57.6%,69.5%,38.5%,53.1%,1.26
vs Righties,165,53,112,32.1%,161-259,38.3%,1874-2181,46.2%,29-37,43.9%,148,73.7%,18.3%,5.5%,4.3%,58.7%,68.0%,49.7%,60.4%,34.5%,47.8%,0.87
vs Lefties,17,12,5,70.6%,29-16,64.4%,245-194,55.8%,2-5,28.6%,13,77.1%,27.1%,6.0%,4.4%,60.1%,70.7%,51.2%,62.9%,37.4%,50.6%,1.01
vs Top 10,21,4,17,19.0%,15-41,26.8%,228-318,41.8%,4-6,40.0%,18,65.2%,14.6%,4.3%,4.4%,58.2%,63.1%,46.9%,56.3%,32.1%,44.9%,0.74
