Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Barcelona R32,L vs Garin,4.3%,0.0%,11.6%,29.4%,16.0%,16.7%,12.5%,5.0%,4.8%,3.7%,44.4%,5,-7
2019 Monte Carlo R32,L vs Thiem,5.9%,0.0%,9.6%,27.3%,14.0%,12.0%,11.1%,9.0%,8.3%,3.7%,33.3%,103,103
2019 Indian Wells R128,W vs Zverev,2.4%,0.0%,1.0%,0.0%,22.6%,0.0%,0.0%,8.6%,50.0%,0.7%,100.0%,-24,28
2019 Rotterdam R32,L vs Fucsovics,8.5%,66.7%,10.3%,71.4%,16.3%,17.9%,0.0%,11.8%,21.1%,1.6%,25.0%,112,95
2019 Davis Cup Qualifiers RR,L vs Shapovalov,6.3%,100.0%,8.9%,50.0%,12.0%,13.8%,0.0%,6.3%,18.8%,2.4%,33.3%,9,3
2019 Davis Cup Qualifiers RR,W vs Auger Aliassime,7.7%,50.0%,6.5%,50.0%,12.0%,14.8%,6.3%,10.2%,9.1%,2.4%,40.0%,-30,-17
2018 St Petersburg F,L vs Thiem,7.5%,33.3%,12.4%,45.5%,15.8%,20.0%,0.0%,4.7%,12.5%,2.8%,50.0%,17,-4
2018 Kitzbuhel F,W vs Istomin,0.0%,-,10.9%,80.0%,21.1%,35.0%,0.0%,15.4%,40.0%,9.2%,69.2%,84,56
2018 Sofia R16,L vs Wawrinka,6.3%,80.0%,8.6%,66.7%,10.4%,7.1%,0.0%,19.6%,28.6%,2.6%,20.0%,65,62
2017 Sofia QF,L vs Basilashvili,4.4%,75.0%,6.5%,36.4%,4.7%,6.1%,0.0%,2.4%,0.0%,0.9%,66.7%,-52,-55
2016 Hamburg F,W vs Cuevas,0.0%,-,3.3%,100.0%,15.0%,15.0%,0.0%,10.5%,0.0%,2.6%,50.0%,-3,30
2016 Hamburg SF,W vs Robert,0.0%,-,12.8%,66.7%,18.2%,30.4%,25.0%,13.4%,12.5%,2.5%,0.0%,25,27
2016 Rotterdam F,W vs Monfils,11.0%,55.6%,14.4%,59.3%,19.6%,35.1%,4.5%,10.4%,23.8%,4.6%,35.7%,54,60
2016 Sofia QF,W vs Seppi,4.5%,33.3%,6.6%,62.5%,12.0%,13.6%,5.0%,4.3%,0.0%,1.5%,33.3%,-62,-25
2015 Paris R64,L vs Mayer,1.6%,0.0%,9.2%,72.7%,23.9%,38.5%,10.0%,6.5%,25.0%,0.6%,0.0%,60,23
2015 Shanghai R32,L vs Djokovic,4.8%,50.0%,7.3%,42.9%,3.1%,8.3%,0.0%,3.4%,25.0%,2.4%,25.0%,-2,9
2015 Metz SF,L vs Simon,3.9%,100.0%,7.8%,60.0%,7.0%,19.4%,0.0%,5.5%,8.3%,3.8%,53.8%,-30,-40
2015 Metz QF,W vs Garcia Lopez,8.2%,62.5%,11.4%,65.2%,13.9%,20.6%,11.1%,11.2%,14.3%,3.4%,54.5%,19,37
2015 Metz R32,W vs Mathieu,2.9%,50.0%,3.4%,83.3%,22.6%,43.8%,14.3%,13.6%,30.8%,1.5%,100.0%,-16,54
2015 Casablanca QF,W vs Almagro,5.3%,100.0%,5.4%,87.5%,13.5%,20.8%,0.0%,6.8%,8.3%,2.2%,40.0%,-40,-24
Career (23 matches),,4.9%,56.3%,8.6%,60.3%,13.8%,20.5%,5.0%,8.4%,14.2%,2.9%,44.4%,16,22
