Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,1-2,33.3%,16-18,47.1%,0-0,-,1,76.5%,17.6%,0.0%,3.7%,64.5%,72.5%,42.1%,61.7%,29.2%,46.9%,0.76,R32 (Bucharest)
2020,2,0,2,0.0%,1-4,20.0%,19-29,39.6%,0-1,0.0%,2,65.2%,16.7%,7.2%,2.2%,55.1%,68.4%,48.4%,59.4%,34.8%,46.0%,0.86,R32 (2x)
2019,30,10,20,33.3%,28-49,36.4%,360-417,46.3%,7-9,43.8%,29,72.8%,20.2%,4.8%,5.0%,59.6%,67.0%,47.9%,59.3%,35.9%,48.0%,0.88,QF (Sofia)
2018,29,20,9,69.0%,43-28,60.6%,361-322,52.9%,7-3,70.0%,29,79.1%,25.8%,6.2%,3.2%,62.4%,70.1%,54.1%,64.1%,37.7%,51.2%,1.05,W (Kitzbuhel)
2017,27,11,16,40.7%,33-37,47.1%,339-338,50.1%,6-9,40.0%,27,76.1%,23.5%,3.9%,4.0%,65.7%,66.8%,49.4%,60.9%,36.4%,49.2%,0.93,QF (4x)
2016,29,14,15,48.3%,38-36,51.4%,349-344,50.4%,4-6,40.0%,29,72.2%,28.1%,5.9%,5.6%,58.4%,68.9%,48.4%,60.4%,39.2%,50.0%,0.99,W (2x)
2015,57,30,27,52.6%,74-68,52.1%,695-716,49.3%,20-8,71.4%,51,75.1%,19.0%,6.1%,4.6%,58.1%,69.8%,48.6%,60.9%,35.3%,48.2%,0.90,W (Casablanca)
2014,42,25,17,59.5%,62-47,56.9%,559-522,51.7%,12-10,54.5%,36,78.8%,24.3%,6.6%,3.7%,56.6%,71.6%,51.0%,62.6%,37.9%,50.4%,1.01,W (Munich)
2013,35,12,23,34.3%,38-54,41.3%,413-467,46.9%,7-8,46.7%,35,73.4%,20.6%,7.3%,4.7%,55.2%,67.8%,49.3%,59.5%,36.3%,48.3%,0.90,SF (Casablanca)
2012,35,19,16,54.3%,52-45,53.6%,472-460,50.6%,5-8,38.5%,31,74.1%,27.3%,4.7%,4.3%,56.2%,69.6%,50.0%,61.0%,39.2%,50.1%,1.01,W (St. Petersburg)
2011,6,2,4,33.3%,8-10,44.4%,83-83,50.0%,1-1,50.0%,2,41.2%,22.2%,3.0%,10.9%,60.4%,52.5%,35.0%,45.5%,35.5%,40.4%,0.65,
2010,7,3,4,42.9%,7-12,36.8%,82-96,46.1%,2-1,66.7%,3,65.8%,28.2%,5.0%,7.9%,47.9%,67.9%,43.8%,55.4%,36.4%,46.8%,0.81,R16 (Casablanca)
2009,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,50.0%,30.0%,3.2%,4.8%,44.4%,64.3%,37.1%,49.2%,43.2%,46.0%,0.85,R32 (Umag)
2007,3,1,2,33.3%,2-5,28.6%,26-38,40.6%,0-1,0.0%,2,76.2%,30.0%,6.3%,7.0%,50.7%,65.3%,51.4%,58.5%,41.2%,50.6%,0.99,
Career,304,147,157,48.4%,387-399,49.2%,3782-3862,49.5%,71-65,52.2%,278,74.9%,23.2%,5.7%,4.5%,58.5%,68.9%,49.5%,60.8%,37.1%,49.2%,0.95,
