Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 US Open R128,L vs Cilic,7% (1/15),100% (1/1),0/4,36% (5/14),20% (1/5),1/1,0/0,1/1,0/0,0/0
2019 Hamburg R32,W vs Altmaier,63% (5/8),100% (5/5),0/1,25% (2/8),50% (1/2),4/5,2/3,0/0,1/2,0/0
2019 Wimbledon R128,L vs Chardy,18% (3/17),67% (2/3),0/5,47% (8/17),25% (2/8),2/2,1/1,2/3,0/0,1/1
2019 Roland Garros R32,L vs Khachanov,15% (2/13),100% (2/2),1/5,62% (8/13),13% (1/8),1/2,0/0,1/3,0/0,1/1
2019 Roland Garros R64,W vs Pouille,35% (11/31),64% (7/11),0/7,32% (10/31),20% (2/10),4/5,1/1,3/3,0/0,1/1
2019 Roland Garros R64,W vs Pouille,44% (12/27),58% (7/12),1/8,37% (10/27),20% (2/10),5/6,1/1,3/3,0/0,1/1
2019 Roland Garros R128,W vs Kukushkin,33% (8/24),75% (6/8),0/4,33% (8/24),50% (4/8),3/4,1/1,0/0,1/1,0/0
2019 Madrid R64,L vs Cilic,27% (4/15),75% (3/4),0/2,27% (4/15),50% (2/4),2/2,0/0,1/1,0/0,0/0
2019 Munich R16,L vs Cecchinato,0% (0/8),- (0/0),0/3,63% (5/8),20% (1/5),0/0,0/0,0/1,0/0,0/1
2019 Munich R32,W vs Gulbis,55% (6/11),83% (5/6),2/2,40% (4/10),50% (2/4),3/3,0/1,0/0,0/0,0/0
2019 Barcelona R64,L vs Garin,55% (6/11),50% (3/6),2/5,64% (7/11),29% (2/7),2/3,0/1,1/1,0/0,1/1
2019 Monte Carlo R32,L vs Thiem,0% (0/8),- (0/0),0/2,67% (6/9),33% (2/6),0/0,0/0,0/2,0/0,0/1
2019 Monte Carlo R64,W vs Delbonis,25% (3/12),100% (3/3),0/2,17% (2/12),0% (0/2),3/3,1/1,2/2,1/1,0/0
2019 Miami R128,L vs Sonego,10% (1/10),100% (1/1),0/2,78% (7/9),57% (4/7),1/1,0/0,1/2,0/0,1/1
2019 Indian Wells R128,W vs Zverev,63% (5/8),60% (3/5),0/0,0% (0/9),- (0/0),3/3,2/2,0/0,1/1,0/0
2019 Rotterdam R32,L vs Fucsovics,18% (2/11),50% (1/2),0/2,27% (3/11),33% (1/3),0/1,0/0,3/3,0/0,1/1
2019 Sofia QF,L vs Medvedev,0% (0/8),- (0/0),0/3,78% (7/9),43% (3/7),0/0,0/0,1/2,0/0,0/1
2019 Sofia R16,W vs Brands,36% (4/11),50% (2/4),0/1,9% (1/11),0% (0/1),2/2,1/1,1/1,1/1,0/0
2019 Sofia R32,W vs Basic,45% (5/11),100% (5/5),0/1,17% (2/12),0% (0/2),4/4,1/1,0/1,1/1,0/0
2019 Davis Cup RR,W vs Auger Aliassime,64% (7/11),71% (5/7),1/2,30% (3/10),33% (1/3),4/4,1/2,2/2,0/1,0/0
2019 (24 matches),,29.6%,67.7%,10.0%,37.0%,32.5%,83.6%,70.6%,76.9%,75.0%,70.0%
2018 (64 matches),,40.7%,74.0%,19.2%,31.4%,37.3%,85.2%,86.5%,70.9%,85.7%,75.0%
2017 (31 matches),,36.8%,71.2%,19.3%,38.0%,31.0%,76.7%,78.6%,61.4%,90.9%,56.3%
2016 (29 matches),,38.5%,78.6%,29.4%,42.3%,28.7%,78.4%,80.0%,46.9%,80.0%,46.2%
2015 (30 matches),,30.3%,54.1%,10.0%,34.2%,33.3%,82.0%,77.3%,69.2%,75.0%,77.4%
Career (317 matches),,37.2%,71.1%,22.1%,36.1%,33.5%,80.8%,80.5%,68.4%,77.7%,65.2%
