Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,14,5,9,35.7%,10,5,5,50.0%,2010,2020,R32,14,0.90,7.2%,4.3%,60.4%,68.7%,54.0%,62.9%,33.6%,69.8%,31.6%
Roland Garros,11,Clay,26,15,11,57.7%,14,9,5,64.3%,2010,2021,R32,23,0.96,4.6%,4.5%,56.3%,65.5%,48.5%,58.1%,40.1%,50.0%,45.5%
Wimbledon,9,Grass,10,1,9,10.0%,5,2,3,40.0%,2011,2021,R64,9,0.83,6.2%,4.6%,61.2%,69.3%,47.5%,60.8%,32.4%,63.0%,23.6%
US Open,7,Hard,15,8,7,53.3%,4,1,3,25.0%,2010,2019,R16,15,0.94,6.4%,6.3%,54.1%,68.5%,48.1%,59.2%,38.6%,54.1%,36.8%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2012,2012,R64,1,0.42,2.2%,2.2%,62.2%,62.5%,55.9%,60.0%,17.0%,84.6%,0
Davis Cup,9,,29,19,10,65.5%,17,10,7,58.8%,2007,2019,,6,1.04,3.6%,2.9%,72.7%,69.1%,47.4%,63.1%,38.3%,71.2%,40.4%
Bucharest,2,Clay,5,3,2,60.0%,1,0,1,0.0%,2012,2025,R32,5,1.10,2.3%,2.6%,60.3%,73.9%,49.4%,64.2%,39.2%,57.1%,50.0%
Monte Carlo Masters,5,Clay,8,3,5,37.5%,3,2,1,66.7%,2013,2021,R32,8,0.89,4.4%,4.0%,55.0%,69.0%,47.9%,59.5%,35.8%,58.5%,37.5%
Sofia,5,Hard,17,11,6,64.7%,4,4,0,100.0%,2016,2020,SF,17,1.05,5.8%,4.0%,61.0%,70.8%,51.1%,63.1%,38.8%,66.7%,44.1%
St. Petersburg,3,Hard,11,9,2,81.8%,2,1,1,50.0%,2012,2019,W,11,1.13,7.3%,3.5%,58.5%,72.9%,49.5%,63.2%,41.6%,55.6%,50.0%
Winston-Salem,5,Hard,8,3,5,37.5%,3,2,1,66.7%,2012,2019,R32,7,0.93,8.6%,7.8%,49.6%,74.8%,52.0%,63.3%,34.1%,55.6%,32.4%
Kitzbuhel,4,Clay,13,10,3,76.9%,6,4,2,66.7%,2012,2019,W,13,1.13,5.0%,2.8%,61.3%,70.6%,55.7%,64.8%,39.6%,65.5%,51.2%
