Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Barcelona R32,L vs Garin,4.0,4.2,3.8,50.0%,44.7%,31.6%,57.1%,50.0%,9.8%,2.5,2.3,-3.0,-2.8
2019 Monte Carlo R32,L vs Thiem,3.6,3.8,3.2,43.0%,14.3%,57.1%,25.0%,43.9%,6.5%,-5.5,-8.5,-10.0,-11.6
2019 Indian Wells R128,W vs Zverev,3.2,3.4,3.1,52.7%,83.3%,50.0%,100.0%,34.8%,5.6%,11.5,26.1,3.0,3.6
2019 Rotterdam R32,L vs Fucsovics,4.4,4.4,4.4,49.3%,37.5%,58.8%,35.7%,49.6%,15.6%,-0.5,-0.4,-3.5,-3.2
2019 Davis Cup Qualifiers RR,L vs Shapovalov,3.8,3.9,3.7,52.6%,42.5%,38.5%,50.0%,63.7%,3.4%,3.0,2.1,-7.5,-8.8
2019 Davis Cup Qualifiers RR,W vs Auger Aliassime,4.1,3.5,4.6,50.7%,72.0%,50.0%,63.6%,54.2%,5.2%,7.0,6.6,6.5,7.6
2018 St Petersburg F,L vs Thiem,4.1,4.2,4.0,37.0%,48.1%,27.3%,40.0%,51.0%,11.4%,1.5,2.2,-5.0,-8.1
2018 Kitzbuhel F,W vs Istomin,3.8,3.8,3.8,58.6%,68.8%,69.2%,40.0%,60.6%,5.4%,6.5,9.2,8.5,16.3
2018 Sofia R16,L vs Wawrinka,2.9,3.1,2.8,42.7%,52.9%,45.5%,50.0%,57.3%,12.2%,2.5,2.5,-4.0,-5.9
2017 Sofia QF,L vs Basilashvili,4.7,5.0,4.3,46.0%,48.7%,65.2%,40.0%,63.0%,4.8%,-1.0,-0.5,-5.0,-4.2
2016 Hamburg F,W vs Cuevas,4.0,4.5,3.4,55.1%,61.5%,87.5%,71.4%,48.4%,6.3%,11.0,15.9,3.0,4.1
2016 Hamburg SF,W vs Robert,4.1,4.2,4.1,55.7%,51.6%,56.3%,77.8%,50.8%,6.2%,12.5,13.9,3.5,3.9
2016 Rotterdam F,W vs Monfils,4.0,4.0,4.0,45.8%,68.2%,70.0%,64.7%,57.7%,7.0%,26.0,16.7,5.0,4.3
2016 Sofia QF,W vs Seppi,4.1,4.7,3.4,53.9%,57.7%,50.0%,50.0%,51.0%,14.9%,10.0,10.4,0.0,0.0
2015 Paris R64,L vs Mayer,3.5,3.6,3.3,36.1%,62.5%,60.0%,20.0%,54.0%,14.9%,7.5,9.3,1.0,1.6
2015 Shanghai R32,L vs Djokovic,4.1,3.8,4.4,37.0%,35.7%,50.0%,40.0%,49.4%,16.3%,-10.5,-13.5,-3.5,-4.9
2015 Metz SF,L vs Simon,5.9,5.3,6.3,42.1%,46.4%,50.0%,46.2%,44.9%,11.2%,2.5,1.8,-11.0,-6.7
2015 Metz QF,W vs Garcia Lopez,3.9,3.8,4.1,51.2%,54.8%,55.6%,23.5%,45.7%,5.7%,9.0,7.1,3.5,2.1
2015 Metz R32,W vs Mathieu,3.0,2.7,3.3,51.3%,53.7%,50.0%,33.3%,46.1%,12.7%,6.5,8.1,2.0,2.2
2015 Casablanca QF,W vs Almagro,3.8,4.2,3.4,55.3%,50.0%,58.3%,45.5%,58.0%,11.6%,15.0,13.0,1.5,1.8
Career (23 matches),,3.9,4.0,3.9,48.8%,54.5%,55.0%,47.7%,51.9%,9.6%,6.0,5.9,-0.1,-0.1
