Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Barcelona R32,L vs Garin,18.6%,32.9%,42.6%,23.9%,24.4%,35.6%,44.1%,32.7%,27.3%,52.2%,75.0%,13.0%,34.8%,40.0%,9
2019 Monte Carlo R32,L vs Thiem,22.2%,36.1%,40.4%,27.8%,35.3%,58.8%,50.0%,47.1%,31.3%,38.9%,25.0%,11.8%,17.6%,33.3%,-2
2019 Indian Wells R128,W vs Zverev,43.5%,52.2%,72.7%,47.2%,48.0%,52.0%,76.9%,54.8%,30.0%,53.3%,-,47.1%,64.7%,66.7%,209
2019 Rotterdam R32,L vs Fucsovics,20.8%,37.5%,54.4%,29.6%,28.3%,47.8%,57.6%,42.0%,47.6%,56.0%,33.3%,7.7%,19.2%,50.0%,-79
2019 Davis Cup Qualifiers RR,L vs Shapovalov,21.3%,35.0%,53.2%,29.1%,23.1%,36.9%,54.0%,32.8%,44.8%,30.6%,40.0%,14.3%,28.6%,50.0%,22
2019 Davis Cup Qualifiers RR,W vs Auger Aliassime,25.9%,31.5%,57.9%,30.2%,36.4%,39.4%,52.4%,43.3%,31.3%,70.6%,0.0%,10.5%,21.1%,64.7%,-13
2018 St Petersburg F,L vs Thiem,20.5%,31.8%,44.1%,29.1%,33.3%,48.1%,50.0%,47.4%,35.7%,46.2%,50.0%,0.0%,6.3%,37.5%,-118
2018 Kitzbuhel F,W vs Istomin,24.5%,53.1%,63.9%,37.3%,30.6%,55.6%,68.0%,48.1%,0.0%,65.0%,50.0%,8.3%,50.0%,54.5%,-33
2018 Sofia R16,L vs Wawrinka,28.9%,37.8%,47.4%,33.0%,43.5%,54.3%,50.0%,51.5%,30.8%,45.0%,66.7%,16.2%,24.3%,45.2%,43
2017 Sofia QF,L vs Basilashvili,17.2%,22.6%,41.3%,20.5%,20.3%,27.5%,50.9%,24.8%,19.4%,44.7%,37.5%,9.1%,9.1%,15.0%,-26
2016 Hamburg F,W vs Cuevas,31.4%,37.3%,60.0%,35.5%,40.5%,48.6%,72.7%,46.2%,31.3%,47.6%,50.0%,7.1%,7.1%,38.5%,-79
2016 Hamburg SF,W vs Robert,26.3%,35.1%,53.7%,33.0%,31.4%,42.9%,58.3%,42.3%,18.8%,31.6%,50.0%,19.0%,23.8%,47.1%,-10
2016 Rotterdam F,W vs Monfils,30.3%,41.6%,56.7%,34.8%,41.4%,55.2%,47.1%,48.3%,37.5%,44.1%,33.3%,10.3%,17.2%,69.2%,-12
2016 Sofia QF,W vs Seppi,26.1%,37.7%,57.4%,32.9%,39.0%,56.1%,68.0%,50.5%,11.8%,41.7%,33.3%,8.3%,12.5%,45.5%,-39
2015 Paris R64,L vs Mayer,15.6%,28.1%,52.9%,22.3%,23.3%,40.0%,60.9%,37.7%,21.4%,50.0%,75.0%,9.7%,19.4%,46.4%,-21
2015 Shanghai R32,L vs Djokovic,21.3%,27.7%,30.3%,26.0%,32.0%,40.0%,35.3%,40.8%,14.3%,36.4%,0.0%,11.1%,16.7%,25.0%,-18
2015 Metz SF,L vs Simon,17.9%,26.8%,43.5%,24.6%,18.8%,31.3%,46.2%,30.6%,7.7%,57.9%,0.0%,16.7%,20.8%,40.0%,-79
2015 Metz QF,W vs Garcia Lopez,28.4%,42.2%,58.6%,36.2%,40.6%,56.5%,61.0%,52.9%,25.0%,46.3%,50.0%,9.4%,21.9%,55.2%,-36
2015 Metz R32,W vs Mathieu,40.5%,51.2%,52.3%,46.8%,48.1%,61.5%,55.6%,58.3%,22.7%,56.7%,100.0%,34.6%,42.3%,47.1%,191
2015 Casablanca QF,W vs Almagro,25.0%,42.2%,74.4%,33.4%,42.9%,60.0%,75.0%,58.3%,35.3%,55.6%,66.7%,4.2%,25.0%,73.9%,-80
Career (23 matches),,25.6%,37.4%,52.3%,31.9%,34.2%,47.9%,56.1%,44.6%,27.4%,46.5%,47.1%,13.7%,23.8%,47.2%,16
