Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,5,1,4,20.0%,2-8,20.0%,42-61,40.8%,1-2,33.3%,5,54.0%,28.0%,3.9%,3.9%,61.0%,60.1%,42.3%,53.2%,39.4%,46.1%,0.84,R16 (Parma)
2019,4,3,1,75.0%,4-4,50.0%,35-39,47.3%,1-0,100.0%,4,67.5%,28.6%,4.7%,4.0%,59.7%,68.9%,43.1%,58.5%,40.4%,49.0%,0.97,SF (Bucharest)
Career,9,4,5,44.4%,6-12,33.3%,77-100,43.5%,2-2,50.0%,9,60.0%,28.3%,4.3%,3.9%,60.4%,63.8%,42.7%,55.5%,39.8%,47.4%,0.89,
