Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,45,20,25,44.4%,46-61,43.0%,485-505,49.0%,2-9,18.2%,0,,,,,,,,,,,,F (W25 Oeiras)
2021,36,13,23,36.1%,35-51,40.7%,364-425,46.1%,5-5,50.0%,1,76.9%,21.4%,6.7%,2.2%,60.0%,66.7%,52.8%,61.1%,42.4%,50.0%,1.09,QF (2x)
2020,5,1,4,20.0%,2-9,18.2%,37-64,36.6%,0-0,-,2,70.8%,24.0%,1.9%,4.5%,41.6%,76.6%,44.4%,57.8%,37.9%,47.9%,0.90,R32 (3x)
2019,33,14,19,42.4%,36-41,46.8%,361-377,48.9%,6-5,54.5%,0,,,,,,,,,,,,SF (2x)
2018,50,32,18,64.0%,72-46,61.0%,614-519,54.2%,10-8,55.6%,0,,,,,,,,,,,,W (2x)
2017,50,27,23,54.0%,67-50,57.3%,574-515,52.7%,8-8,50.0%,0,,,,,,,,,,,,W (Lund $25K)
2016,51,30,21,58.8%,73-50,59.3%,627-533,54.1%,8-9,47.1%,0,,,,,,,,,,,,W (2x)
2015,35,20,15,57.1%,47-33,58.8%,386-318,54.8%,3-1,75.0%,0,,,,,,,,,,,,SF (4x)
2014,18,9,9,50.0%,23-23,50.0%,212-221,49.0%,3-1,75.0%,0,,,,,,,,,,,,SF (Rovereto 10K)
2013,20,10,10,50.0%,23-19,54.8%,206-169,54.9%,1-2,33.3%,0,,,,,,,,,,,,SF (2x)
2012,30,18,12,60.0%,40-27,59.7%,334-292,53.4%,4-2,66.7%,0,,,,,,,,,,,,F (2x)
2011,4,1,3,25.0%,4-7,36.4%,49-64,43.4%,3-1,75.0%,0,,,,,,,,,,,,R16 (Antalya 10K)
2010,33,15,18,45.5%,37-41,47.4%,359-388,48.1%,6-6,50.0%,0,,,,,,,,,,,,SF (2x)
2009,45,30,15,66.7%,56-38,59.6%,473-419,53.0%,7-4,63.6%,0,,,,,,,,,,,,W (2x)
2008,27,11,16,40.7%,27-35,43.5%,281-307,47.8%,5-2,71.4%,0,,,,,,,,,,,,SF (Imola 10K)
2007,11,5,6,45.5%,13-14,48.1%,126-125,50.2%,1-1,50.0%,0,,,,,,,,,,,,R16 (5x)
2006,5,2,3,40.0%,5-6,45.5%,44-52,45.8%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2005,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (Ciampino 10K)
Career,499,258,241,51.7%,606-553,52.3%,5534-5305,51.1%,72-64,52.9%,3,73.0%,23.1%,3.7%,3.7%,48.4%,72.0%,46.8%,59.0%,40.0%,48.8%,0.98,
