Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2016 Seville CH QF,L vs Ruud,25,29,0.9,15.3%,17.8%,19,25,0.8,12.8%,16.9%,6.1%,5.4%,1.1,21.5%,19.0%
2016 Hamburg R16,L vs Robert,21,39,0.5,10.5%,19.5%,13,34,0.4,7.1%,18.7%,3.8%,2.2%,0.7,17.0%,25.5%
2016 Wimbledon R128,L vs Tsonga,40,33,1.2,20.0%,16.5%,30,26,1.2,17.4%,15.1%,12.2%,4.7%,1.5,20.5%,13.5%
2016 Roland Garros R128,L vs Thiem,27,42,0.6,12.5%,19.4%,21,38,0.6,10.5%,19.0%,5.5%,4.5%,1.2,19.4%,15.7%
2016 Indian Wells Masters R64,L vs Raonic,10,17,0.6,11.5%,19.5%,8,12,0.7,10.8%,16.2%,4.1%,4.1%,1.8,23.0%,12.6%
2016 Sao Paulo QF,W vs Delbonis,22,45,0.5,11.3%,23.2%,15,39,0.4,8.6%,22.4%,7.5%,1.1%,0.6,14.9%,25.8%
2016 Rio de Janeiro R16,L vs Dolgopolov,14,23,0.6,10.1%,16.5%,10,18,0.6,8.1%,14.5%,4.8%,3.2%,1.2,21.6%,18.7%
2016 Australian Open R128,L vs Donskoy,45,44,1.0,18.4%,18.0%,26,36,0.7,12.9%,17.9%,7.5%,5.0%,1.8,22.9%,13.1%
2015 Challenger Tour Finals F,W vs Munoz De La Nava,31,23,1.3,18.0%,13.4%,21,21,1.0,13.8%,13.8%,4.6%,8.6%,1.0,24.4%,24.4%
2015 Challenger Tour Finals RR,W vs Lorenzi,26,26,1.0,21.5%,21.5%,20,22,0.9,18.5%,20.4%,10.2%,7.4%,0.5,9.1%,19.0%
2015 Montevideo CH F,L vs Pella,28,50,0.6,15.6%,27.8%,22,45,0.5,13.3%,27.1%,6.6%,6.6%,0.4,10.0%,22.8%
2015 Montevideo CH SF,W vs Schwartzman,26,30,0.9,19.3%,22.2%,18,26,0.7,15.0%,21.7%,5.0%,9.2%,0.5,10.4%,23.0%
2015 Szczecin CH R32,W vs Ivanov,23,25,0.9,18.7%,20.3%,19,24,0.8,17.1%,21.6%,8.1%,5.4%,0.4,10.6%,25.2%
Career (13 matches),,338,426,0.8,15.5%,19.6%,242,366,0.7,12.5%,18.9%,6.7%,5.0%,0.9,17.7%,19.8%
