Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,1573,2,,,,,,,,,246,277,,
2023,1223,5,,,,,,,,,,,,
2022,858,17,,,,,,,,,,,,
2021,1096,9,,,,,,,,,,,,
2020,518,63,,,,,,,,,368,130,,
2019,653,31,331,1411,316,1373,280,1403,,,404,101,,
2018,515,10,,,,,,,,,663,10,,
2017,330,141,242,1491,230,1454,215,1465,200,1424,271,224,,
2016,106,560,160,1597,198,1494,119,1599,153,1497,126,614,121,1498
2015,72,703,103,1691,180,1512,77,1694,111,1565,214,335,,
2014,251,195,214,1517,248,1418,164,1530,159,1468,310,205,,
2012,147,378,144,1613,177,1510,119,1594,103,1574,250,265,,
2011,220,222,233,1495,221,1453,219,1460,,,510,100,,
2010,360,116,344,1347,322,1314,319,1330,231,1350,613,68,,
2009,233,189,355,1362,319,1344,321,1345,,,486,102,,
2008,348,99,,,,,,,,,494,95,,
2007,1213,4,,,,,,,,,1330,6,,
2004,,,,,,,,,,,1760,1,,
