Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2016 Seville CH QF,L vs Ruud,27.3%,31.8%,48.3%,31.1%,39.5%,44.2%,57.7%,47.4%,45.0%,47.8%,50.0%,17.1%,22.0%,41.2%,53
2016 Hamburg R16,L vs Robert,24.7%,27.8%,38.2%,25.9%,31.3%,33.3%,51.5%,33.5%,45.0%,25.0%,0.0%,20.5%,25.0%,25.7%,75
2016 Indian Wells R64,L vs Raonic,16.3%,22.4%,41.7%,21.8%,28.6%,39.3%,55.0%,38.2%,33.3%,21.1%,0.0%,0.0%,0.0%,25.0%,-118
2016 Sao Paolo R16,W vs Delbonis,36.7%,41.8%,53.6%,38.8%,55.1%,63.3%,50.0%,59.2%,54.5%,74.1%,66.7%,20.9%,23.3%,55.9%,84
2016 Rio de Janeiro R16,L vs Dolgopolov,30.4%,42.0%,41.9%,36.4%,40.5%,59.5%,54.5%,51.6%,33.3%,31.6%,33.3%,22.2%,25.9%,28.6%,88
2015 Challenger Tour Finals F,W vs Munoz De La Nava,36.0%,45.3%,56.5%,40.1%,55.3%,68.4%,52.9%,63.4%,56.3%,27.3%,-,17.1%,22.9%,58.6%,3
2015 Challenger Tour Finals RR,W vs Lorenzi,27.1%,37.3%,56.4%,35.3%,48.3%,69.0%,66.7%,64.8%,78.6%,40.0%,0.0%,7.7%,7.7%,50.0%,-45
2015 Montevideo CH F,L vs Pella,14.0%,25.0%,53.1%,19.3%,25.5%,40.4%,48.6%,36.8%,48.1%,30.0%,0.0%,4.2%,12.5%,56.5%,-76
2015 Montevideo CH SF,W vs Schwartzman,31.3%,46.3%,54.8%,37.5%,44.4%,63.9%,55.0%,55.8%,65.0%,31.3%,0.0%,18.5%,29.6%,54.5%,59
2015 Szczecin CH R32,W vs Ivanov,31.7%,39.7%,52.4%,35.7%,48.3%,65.5%,66.7%,56.9%,60.0%,35.7%,0.0%,18.2%,18.2%,44.4%,-35
Career (10 matches),,27.6%,35.7%,49.5%,31.9%,41.4%,53.6%,54.7%,50.0%,51.9%,37.4%,16.1%,15.3%,19.7%,45.5%,32
