Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2016 Seville CH QF,L vs Ruud,0.0%,-,9.8%,68.8%,4.1%,3.2%,12.5%,7.2%,60.0%,3.2%,22.2%,-54,-43
2016 Hamburg R16,L vs Robert,0.0%,-,8.0%,68.8%,6.1%,7.7%,0.0%,2.1%,0.0%,2.9%,27.3%,-80,-64
2016 Indian Wells R64,L vs Raonic,0.0%,-,3.4%,66.7%,13.6%,25.0%,0.0%,15.4%,66.7%,1.9%,50.0%,8,-8
2016 Sao Paolo R16,W vs Delbonis,1.1%,0.0%,1.5%,66.7%,8.3%,13.8%,7.4%,2.4%,10.5%,2.0%,42.9%,-54,-7
2016 Rio de Janeiro R16,L vs Dolgopolov,0.0%,-,8.6%,75.0%,9.7%,16.7%,0.0%,16.2%,33.3%,1.2%,50.0%,-24,-2
2015 Challenger Tour Finals F,W vs Munoz De La Nava,1.5%,100.0%,7.6%,84.6%,6.4%,6.7%,9.1%,9.2%,35.7%,2.7%,11.1%,-102,-76
2015 Challenger Tour Finals RR,W vs Lorenzi,15.1%,75.0%,18.2%,77.3%,8.1%,12.5%,0.0%,6.5%,15.4%,2.9%,25.0%,-47,-20
2015 Montevideo CH F,L vs Pella,1.1%,0.0%,10.0%,55.6%,5.9%,12.0%,4.3%,5.9%,18.2%,2.1%,40.0%,-49,-46
2015 Montevideo CH SF,W vs Schwartzman,0.0%,-,8.9%,66.7%,5.0%,10.7%,0.0%,6.6%,36.4%,0.6%,0.0%,-71,-39
2015 Szczecin CH R32,W vs Ivanov,0.0%,-,3.3%,100.0%,10.5%,19.0%,0.0%,6.0%,26.7%,2.5%,40.0%,15,18
Career (10 matches),,1.6%,63.6%,7.9%,71.4%,7.0%,11.4%,5.0%,6.4%,26.7%,2.2%,29.2%,-55,-35
