Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,4,0,4,0.0%,4,2,2,50.0%,2010,2016,R128,4,0.79,7.4%,6.1%,56.1%,67.4%,45.5%,57.8%,33.5%,60.9%,29.6%
Roland Garros,5,Clay,7,2,5,28.6%,3,1,2,33.3%,2012,2017,R128,6,0.88,6.8%,3.0%,53.5%,62.7%,52.1%,57.7%,37.3%,59.3%,38.6%
Wimbledon,7,Grass,13,6,7,46.2%,6,2,4,33.3%,2010,2017,R64,4,0.81,8.3%,4.0%,55.1%,70.2%,45.5%,59.1%,33.3%,54.3%,61.1%
US Open,5,Hard,8,3,5,37.5%,3,1,2,33.3%,2009,2016,R128,4,0.78,7.4%,4.7%,46.6%,66.9%,49.1%,57.4%,33.3%,64.5%,33.3%
Barcelona,7,Clay,11,4,7,36.4%,2,0,2,0.0%,2010,2018,R16,11,0.93,5.9%,5.2%,54.8%,70.7%,43.8%,58.5%,38.7%,55.7%,46.4%
Madrid Masters,4,Clay,5,1,4,20.0%,4,2,2,50.0%,2012,2017,Q2,5,0.81,8.5%,3.9%,56.3%,70.7%,46.1%,60.0%,32.5%,57.5%,33.3%
Estoril,3,Clay,8,5,3,62.5%,1,0,1,0.0%,2012,2017,R16,8,1.02,5.6%,3.5%,55.2%,68.0%,52.3%,61.0%,39.6%,54.9%,55.8%
Casablanca,3,Clay,7,4,3,57.1%,2,1,1,50.0%,2010,2015,Q3,7,1.09,6.7%,3.8%,58.3%,67.6%,47.2%,59.1%,44.4%,35.3%,52.8%
Auckland,2,Hard,6,3,3,50.0%,1,1,0,100.0%,2010,2012,R32,6,0.97,4.6%,8.0%,54.5%,68.9%,46.3%,58.6%,40.2%,56.5%,40.4%
Hamburg,2,Clay,5,3,2,60.0%,2,1,1,50.0%,2015,2016,R16,3,0.98,9.6%,2.5%,56.5%,68.1%,40.4%,56.1%,43.0%,39.1%,34.4%
