Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 M25 Denia R16,L vs Sanchez Jover,1.03,0.77,49.9,3.1,-,37.5%,-,50.0%,44.4%,39.1%
2019 M25 Denia R32,W vs Gaston,1.09,1.33,47.6,2.2,-,67.7%,-,55.6%,48.3%,44.0%
2018 Rome CH R32,L vs Olivo,0.94,0.63,36.4,2.2,2.6%,46.2%,2.6%,50.0%,40.7%,28.0%
2018 Barcelona Q1,L vs Andujar,0.86,0.51,31.8,2.1,10.3%,44.8%,3.6%,42.9%,33.3%,33.3%
2017 Lima CH R32,L vs Kovalik,0.90,0.89,77.3,8.8,5.4%,51.8%,8.0%,68.0%,39.7%,40.7%
2017 Cali CH R16,L vs Delbonis,0.99,0.77,61.3,3.4,7.0%,51.2%,2.6%,61.5%,28.2%,41.2%
2017 Cali CH R32,W vs Souza,1.06,1.11,93.4,36.8,7.8%,68.8%,1.8%,63.2%,37.3%,34.0%
2017 Szczecin CH R16,L vs Andreozzi,0.77,0.58,43.5,2.0,7.7%,34.6%,0.0%,50.0%,45.5%,41.9%
2017 Szczecin CH R32,W vs Cecchinato,1.15,1.26,74.6,5.9,0.0%,58.7%,4.9%,70.7%,44.2%,33.3%
2017 Sevilla CH SF,W vs Moutet,1.22,2.46,36.3,2.1,8.3%,79.2%,5.6%,72.2%,55.6%,40.0%
2017 Sevilla CH QF,W vs Munar,1.05,1.35,57.4,3.7,5.0%,67.5%,0.0%,70.3%,47.3%,32.7%
2017 Tampere CH SF,L vs Sousa,0.89,0.65,44.5,2.2,0.0%,46.4%,0.0%,52.0%,38.7%,35.7%
2017 Caltanissetta CH R16,L vs Giannessi,1.06,0.41,37.6,2.4,0.0%,54.8%,3.4%,41.4%,23.8%,15.8%
2017 Caltanissetta CH R32,W vs Berrettini,1.07,1.26,64.7,21.4,8.7%,65.2%,0.0%,68.3%,39.5%,39.0%
2017 Vicenza CH R32,L vs Mayer,0.84,0.70,52.5,2.1,5.6%,58.3%,6.1%,72.7%,33.3%,24.2%
2017 Barcelona Q1,L vs Brands,0.87,0.77,48.7,2.2,4.7%,53.5%,4.9%,56.1%,38.8%,41.3%
2017 Sao Paulo R32,L vs Olivo,0.88,0.77,73.7,3.3,11.8%,50.0%,6.5%,54.8%,45.5%,37.5%
2016 Montevideo CH QF,L vs Berlocq,0.80,0.78,63.5,4.4,0.0%,47.7%,0.0%,57.9%,51.0%,41.3%
2016 Bogota CH SF,L vs Bagnis,1.07,0.59,46.1,2.1,2.7%,62.2%,2.9%,45.7%,20.7%,30.8%
2016 Bogota CH R32,W vs Falla,1.07,1.68,49.4,2.3,10.0%,66.7%,7.1%,71.4%,56.0%,40.9%
2019 (2 matches),,1.06,0.99,48.8,2.6,0.0%,52.4%,0.0%,52.6%,46.4%,41.7%
2018 (2 matches),,0.90,0.57,34.4,2.1,5.9%,45.6%,3.0%,47.0%,37.3%,30.4%
2017 (13 matches),,0.98,0.93,62.7,3.2,5.6%,57.6%,3.4%,62.4%,40.1%,36.0%
2016 (42 matches),,0.99,0.92,58.4,3.1,9.2%,60.7%,9.3%,62.1%,35.7%,36.1%
2015 (27 matches),,1.04,1.10,56.5,3.0,8.7%,63.8%,8.2%,60.7%,38.6%,41.2%
Career (115 matches),,1.01,1.00,56.7,3.0,6.8%,61.3%,6.6%,61.3%,38.1%,38.6%
