Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2016 Seville CH QF,L vs Ruud,4.3,4.5,4.0,43.0%,50.0%,71.4%,33.3%,50.0%,11.5%,1.0,0.9,-4.5,-3.8
2016 Hamburg R16,L vs Robert,4.5,3.8,5.1,44.8%,43.5%,56.7%,52.6%,58.5%,14.1%,-1.0,-0.5,-9.5,-7.7
2016 Indian Wells R64,L vs Raonic,3.3,4.0,2.3,32.7%,42.9%,62.5%,0.0%,61.9%,17.5%,1.5,3.3,4.5,13.6
2016 Sao Paolo R16,W vs Delbonis,4.2,4.0,4.5,50.0%,44.1%,56.5%,63.2%,47.8%,7.5%,6.5,4.2,-14.0,-8.3
2016 Rio de Janeiro R16,L vs Dolgopolov,3.2,3.1,3.3,46.8%,28.6%,46.7%,50.0%,57.2%,18.3%,-3.0,-3.5,2.5,4.4
2015 Challenger Tour Finals F,W vs Munoz De La Nava,4.7,3.7,5.4,55.7%,47.4%,48.0%,47.6%,43.2%,11.5%,6.0,5.0,2.5,1.5
2015 Challenger Tour Finals RR,W vs Lorenzi,5.3,5.4,5.3,57.1%,60.0%,35.7%,57.9%,53.4%,7.7%,6.0,4.5,-1.5,-1.3
2015 Montevideo CH F,L vs Pella,5.9,5.7,6.1,54.3%,37.2%,60.0%,43.8%,51.1%,3.9%,-1.0,-0.5,-5.5,-2.5
2015 Montevideo CH SF,W vs Schwartzman,5.5,4.9,6.0,64.7%,43.5%,31.3%,53.6%,42.2%,4.8%,2.0,1.6,0.0,0.0
2015 Szczecin CH R32,W vs Ivanov,3.8,3.2,4.5,55.3%,63.6%,57.1%,63.6%,39.7%,10.0%,5.0,6.9,-2.5,-2.4
Career (10 matches),,4.5,4.3,4.8,50.3%,45.3%,53.1%,49.7%,49.8%,9.2%,2.3,1.8,-2.8,-2.2
