Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,5,1,4,20.0%,2-9,18.2%,42-62,40.4%,0-1,0.0%,5,66.7%,15.4%,4.1%,3.8%,63.0%,62.8%,47.6%,57.2%,31.6%,45.4%,0.74,R16 (Fergana)
2017,7,0,7,0.0%,2-12,14.3%,45-83,35.2%,1-0,100.0%,7,62.5%,7.6%,6.8%,3.8%,63.0%,65.5%,43.2%,57.2%,30.8%,43.8%,0.72,R32 (7x)
2016,17,7,10,41.2%,16-21,43.2%,159-187,46.0%,5-2,71.4%,17,75.7%,15.1%,10.2%,2.3%,68.2%,69.6%,45.9%,62.1%,35.0%,48.2%,0.92,R16 (7x)
2015,51,24,27,47.1%,54-63,46.2%,534-597,47.2%,11-6,64.7%,42,79.6%,17.6%,11.1%,2.7%,67.4%,74.1%,46.0%,64.9%,35.1%,49.7%,1.00,W (2x)
2014,48,34,14,70.8%,72-43,62.6%,617-526,54.0%,16-11,59.3%,48,86.7%,20.4%,10.3%,1.8%,71.7%,73.9%,50.7%,67.3%,36.7%,51.9%,1.12,W (Samarkand)
2013,37,20,17,54.1%,49-39,55.7%,470-424,52.6%,8-13,38.1%,37,82.9%,22.4%,10.4%,2.4%,67.8%,72.4%,49.2%,64.9%,36.8%,50.7%,1.05,SF (3x)
2012,27,15,12,55.6%,35-27,56.5%,310-289,51.8%,6-3,66.7%,27,81.6%,21.6%,10.6%,3.1%,69.0%,73.7%,47.3%,65.5%,35.4%,50.7%,1.03,F (2x)
2011,26,13,13,50.0%,32-31,50.8%,321-310,50.9%,8-6,57.1%,26,80.7%,20.0%,6.9%,2.1%,73.3%,70.4%,47.2%,64.2%,36.8%,50.3%,1.03,W (Beijing)
2010,15,8,7,53.3%,17-16,51.5%,163-170,48.9%,7-1,87.5%,15,78.5%,19.6%,6.8%,2.7%,70.4%,69.7%,50.3%,64.0%,36.6%,50.1%,1.02,QF (3x)
2009,4,1,3,25.0%,3-5,37.5%,39-37,51.3%,0-1,0.0%,0,,,,,,,,,,,,R16 (Rimini)
2008,18,6,12,33.3%,15-22,40.5%,164-202,44.8%,5-2,71.4%,0,,,,,,,,,,,,F (Wolfsburg)
2007,41,19,22,46.3%,46-49,48.4%,469-469,50.0%,9-8,52.9%,0,,,,,,,,,,,,F (2x)
2006,29,18,11,62.1%,39-27,59.1%,334-266,55.7%,2-4,33.3%,0,,,,,,,,,,,,W (Penza)
2005,5,0,5,0.0%,0-9,0.0%,27-55,32.9%,0-1,0.0%,0,,,,,,,,,,,,R32 (5x)
2004,17,9,8,52.9%,20-19,51.3%,191-191,50.0%,4-1,80.0%,0,,,,,,,,,,,,SF (Saransk)
2001,2,0,2,0.0%,1-4,20.0%,19-30,38.8%,1-0,100.0%,0,,,,,,,,,,,,R32 (2x)
Career,349,175,174,50.1%,403-396,50.4%,3904-3898,50.0%,83-60,58.0%,224,81.1%,19.5%,9.6%,2.4%,69.4%,72.2%,48.1%,64.8%,35.9%,50.2%,1.02,
