Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2018,531,8,,,,,,,,,1157,17,,
2017,,,,,,,,,,,949,32,,
2016,503,73,220,1497,185,1497,214,1440,182,1447,908,37,,
2015,161,349,200,1519,155,1531,215,1440,169,1472,501,118,,
2014,120,460,121,1646,105,1617,126,1582,119,1544,563,93,,
2013,209,235,193,1546,181,1502,167,1518,153,1482,197,353,,
2012,229,209,196,1534,203,1465,169,1520,181,1442,832,37,,
2011,261,181,229,1489,209,1455,239,1419,,,986,25,,
2010,302,148,235,1488,225,1431,243,1431,,,411,133,,
2009,487,63,,,,,,,,,756,42,,
2008,457,61,318,1370,301,1339,311,1309,234,1330,633,64,,
2007,252,160,284,1408,251,1412,272,1362,,,428,115,,
2006,249,161,248,1448,219,1428,230,1430,,,615,56,,
2005,557,38,,,,,,,,,492,78,,
2004,328,99,,,,,,,,,1268,9,,
2003,485,47,,,,,,,,,718,37,,
2002,1331,1,,,,,,,,,,,,
2001,1225,3,,,,,,,,,1008,14,,
