Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,81,32,49,39.5%,79-104,43.2%,783-864,47.5%,7-9,43.8%,28,-,-,2.4%,4.5%,62.7%,59.1%,41.2%,52.4%,41.4%,46.9%,0.87
Clay,151,83,68,55.0%,184-162,53.2%,1623-1519,51.7%,15-14,51.7%,45,-,-,2.4%,6.1%,59.9%,59.1%,44.5%,53.2%,45.6%,49.5%,0.98
Grass,9,0,9,0.0%,3-18,14.3%,77-128,37.6%,2-2,50.0%,7,-,-,3.5%,4.4%,64.4%,56.6%,44.9%,52.4%,36.6%,44.4%,0.77
Carpet,2,1,1,50.0%,2-2,50.0%,18-20,47.4%,0-0,-,0,,,,,,,,,,,
Grand Slams,29,7,22,24.1%,22-47,31.9%,267-364,42.3%,4-3,57.1%,19,-,-,2.7%,3.6%,62.8%,57.5%,45.4%,53.0%,41.5%,47.4%,0.88
Premiers,43,18,25,41.9%,42-55,43.3%,416-456,47.7%,1-4,20.0%,28,-,-,2.5%,4.9%,60.3%,57.4%,42.7%,51.5%,43.0%,47.3%,0.89
Internationals,117,57,60,48.7%,135-143,48.6%,1279-1309,49.4%,16-14,53.3%,33,-,-,2.5%,6.9%,60.9%,60.6%,43.2%,53.8%,44.7%,49.3%,0.97
Finals,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,
Semi-finals,4,1,3,25.0%,4-7,36.4%,55-53,50.9%,0-1,0.0%,0,,,,,,,,,,,
Quarter-finals,20,4,16,20.0%,11-34,24.4%,169-241,41.2%,0-5,0.0%,4,-,-,2.2%,6.2%,66.8%,55.2%,44.0%,51.5%,35.8%,43.9%,0.74
vs Righties,205,89,116,43.4%,214-259,45.2%,2101-2240,48.4%,19-23,45.2%,72,-,-,2.6%,5.6%,60.8%,59.4%,42.9%,52.9%,43.5%,48.2%,0.92
vs Lefties,19,13,6,68.4%,27-15,64.3%,198-168,54.1%,4-0,100.0%,4,-,-,2.4%,2.8%,67.2%,51.8%,52.1%,51.9%,39.2%,45.9%,0.82
vs Top 10,10,0,10,0.0%,2-18,10.0%,53-116,31.4%,0-0,-,4,-,-,2.5%,4.9%,63.0%,51.6%,38.9%,46.9%,29.7%,39.5%,0.56
