Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,11,4,7,36.4%,0,0,0,-,2003,2009,R64,4,1.04,3.2%,3.6%,62.6%,71.0%,48.6%,62.6%,38.8%,47.4%,40.7%
Roland Garros,11,Clay,17,6,11,35.3%,2,1,1,50.0%,2000,2013,R64,8,0.93,2.6%,2.9%,62.4%,56.4%,43.8%,51.7%,45.1%,56.3%,49.2%
Wimbledon,9,Grass,9,0,9,0.0%,5,2,3,40.0%,2001,2013,R128,4,0.84,2.8%,5.0%,62.6%,54.7%,47.5%,52.0%,40.2%,36.8%,51.9%
US Open,13,Hard,23,10,13,43.5%,5,2,3,40.0%,2000,2013,R64,11,0.97,1.9%,4.7%,64.1%,60.2%,46.9%,55.4%,43.2%,45.6%,37.8%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2004,2004,R64,0,,,,,,,,,,
Fed Cup,15,,50,33,17,66.0%,7,3,4,42.9%,1996,2014,,0,,,,,,,,,,
Bogota,15,Clay,36,21,15,58.3%,12,9,3,75.0%,1998,2013,SF,9,0.98,3.6%,11.5%,52.9%,64.7%,40.6%,53.3%,45.8%,43.4%,49.5%
Acapulco,7,Clay,20,13,7,65.0%,2,1,1,50.0%,2001,2013,QF,11,1.16,2.2%,6.4%,59.4%,61.8%,44.7%,54.8%,52.5%,49.4%,62.2%
Charleston,7,Clay,17,10,7,58.8%,1,0,1,0.0%,2001,2013,QF,10,1.07,3.8%,5.2%,61.7%,59.5%,44.8%,53.8%,49.4%,55.9%,46.7%
Miami,7,Hard,13,6,7,46.2%,2,0,2,0.0%,2001,2008,R16,2,0.67,2.3%,1.1%,52.3%,47.8%,33.3%,40.9%,39.7%,42.1%,25.0%
Amelia Island,6,Clay,13,7,6,53.8%,1,0,1,0.0%,2001,2008,R32,3,0.88,2.9%,7.1%,61.0%,60.9%,43.9%,54.3%,40.3%,58.6%,50.0%
Rome,5,Clay,14,9,5,64.3%,2,1,1,50.0%,2002,2008,R16,4,0.99,1.8%,4.4%,56.6%,59.1%,46.6%,53.7%,46.0%,51.5%,48.4%
