Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2014,3,2,1,66.7%,4-2,66.7%,31-20,60.8%,0-0,-,0,,,,,,,,,,,,
2013,5,2,3,40.0%,6-6,50.0%,50-50,50.0%,0-0,-,1,-,-,0.0%,5.4%,48.9%,48.9%,46.8%,47.8%,47.9%,47.8%,0.92,
2012,7,3,4,42.9%,8-9,47.1%,80-81,49.7%,1-1,50.0%,3,-,-,4.0%,12.5%,52.7%,58.5%,39.6%,49.6%,47.5%,48.5%,0.94,R16 (Bogota)
2011,7,5,2,71.4%,10-6,62.5%,87-77,53.0%,4-2,66.7%,3,-,-,1.7%,11.4%,60.2%,60.3%,33.9%,49.8%,47.9%,48.8%,0.96,QF (Bogota)
2010,13,6,7,46.2%,15-15,50.0%,137-142,49.1%,1-0,100.0%,9,-,-,1.9%,5.3%,64.6%,59.1%,46.5%,54.6%,46.0%,50.4%,1.01,R16 (4x)
2009,4,1,3,25.0%,4-6,40.0%,46-52,46.9%,1-1,50.0%,2,-,-,5.8%,9.8%,53.2%,64.1%,39.5%,52.6%,43.8%,48.1%,0.92,
2008,19,8,11,42.1%,20-24,45.5%,202-208,49.3%,0-5,0.0%,11,-,-,1.7%,4.7%,61.7%,60.6%,46.3%,55.1%,41.8%,48.9%,0.93,QF (Bogota)
2007,33,12,21,36.4%,27-45,37.5%,288-350,45.1%,1-1,50.0%,22,-,-,2.3%,5.0%,62.4%,59.1%,45.2%,53.8%,42.4%,48.1%,0.92,QF (3x)
2006,47,22,25,46.8%,50-58,46.3%,466-495,48.5%,5-4,55.6%,20,-,-,3.0%,4.0%,62.0%,58.9%,42.9%,52.8%,43.3%,48.2%,0.92,SF (Canberra)
2005,43,25,18,58.1%,56-41,57.7%,469-408,53.5%,5-5,50.0%,5,-,-,4.9%,3.8%,58.1%,59.9%,42.5%,52.6%,40.6%,47.0%,0.86,F (Budapest)
2004,14,5,9,35.7%,13-22,37.1%,149-183,44.9%,1-1,50.0%,3,-,-,0.5%,5.8%,61.8%,47.5%,41.1%,45.0%,38.7%,41.9%,0.70,QF (Bogota)
2003,8,2,6,25.0%,6-11,35.3%,76-94,44.7%,2-3,40.0%,1,-,-,1.8%,3.6%,62.5%,45.7%,38.1%,42.9%,39.6%,41.3%,0.69,QF (Bogota)
2002,10,8,2,80.0%,18-8,69.2%,141-100,58.5%,1-0,100.0%,0,,,,,,,,,,,,SF (Bogota)
2001,18,9,9,50.0%,19-21,47.5%,177-180,49.6%,2-2,50.0%,0,,,,,,,,,,,,QF (Bogota)
2000,6,3,3,50.0%,7-6,53.8%,56-44,56.0%,0-0,-,0,,,,,,,,,,,,R16 (Bogota)
1999,5,3,2,60.0%,5-4,55.6%,44-35,55.7%,0-0,-,0,,,,,,,,,,,,
1996,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,
Career,243,116,127,47.7%,268-286,48.4%,2501-2531,49.7%,24-25,49.0%,80,-,-,2.5%,5.4%,61.2%,58.9%,43.5%,52.9%,43.4%,48.2%,0.92,
