Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1994,2,0,2,0.0%,1-4,20.0%,18-29,38.3%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
1982,5,5,0,100.0%,9-1,90.0%,59-29,67.0%,1-1,50.0%,0,,,,,,,,,,,,W (Pittsburgh Futures)
1981,6,5,1,83.3%,11-4,73.3%,80-54,59.7%,0-0,-,0,,,,,,,,,,,,W (Toronto Futures)
1980,5,2,3,40.0%,4-7,36.4%,42-57,42.4%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
Career,18,12,6,66.7%,25-16,61.0%,199-169,54.1%,2-2,50.0%,0,,,,,,,,,,,,
