Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,36,24,12,66.7%,6,3,3,50.0%,1980,1992,SF,0,,,,,,,,,,
Roland Garros,13,Clay,34,21,13,61.8%,2,1,1,50.0%,1980,1992,SF,0,,,,,,,,,,
Wimbledon,12,Grass,36,24,12,66.7%,4,3,1,75.0%,1980,1992,QF,0,,,,,,,,,,
US Open,10,Hard,29,19,10,65.5%,6,4,2,66.7%,1981,1991,QF,0,,,,,,,,,,
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,1988,1988,R32,0,,,,,,,,,,
Fed Cup,6,,25,17,8,68.0%,2,0,2,0.0%,1982,1989,,0,,,,,,,,,,
Berlin,13,Clay,35,23,12,65.7%,8,5,3,62.5%,1977,1992,W,0,,,,,,,,,,
Hilton Head,11,Clay,27,16,11,59.3%,4,1,3,25.0%,1981,1992,F,0,,,,,,,,,,
Amelia Island,10,Clay,30,20,10,66.7%,6,5,1,83.3%,1982,1992,F,0,,,,,,,,,,
Eastbourne,10,Grass,28,18,10,64.3%,7,5,2,71.4%,1981,1992,SF,0,,,,,,,,,,
Sydney,10,Hard,24,14,10,58.3%,2,0,2,0.0%,1980,1991,SF,0,,,,,,,,,,
Zurich,8,Carpet,21,13,8,61.9%,3,1,2,33.3%,1987,1992,F,0,,,,,,,,,,
