Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1992,25,11,14,44.0%,23-30,43.4%,222-256,46.4%,1-2,33.3%,0,,,,,,,,,,,,QF (Brisbane)
1991,33,14,19,42.4%,30-39,43.5%,290-319,47.6%,6-2,75.0%,0,,,,,,,,,,,,SF (Linz)
1990,33,17,16,51.5%,36-36,50.0%,327-302,52.0%,3-4,42.9%,0,,,,,,,,,,,,W (Kitzbuhel)
1989,32,18,14,56.3%,39-30,56.5%,318-293,52.0%,0-6,0.0%,0,,,,,,,,,,,,SF (Birmingham)
1988,62,43,19,69.4%,90-44,67.2%,680-494,57.9%,2-1,66.7%,0,,,,,,,,,,,,W (Birmingham)
1987,56,38,18,67.9%,74-36,67.3%,557-403,58.0%,6-6,50.0%,0,,,,,,,,,,,,F (Berlin)
1986,58,39,19,67.2%,81-38,68.1%,616-462,57.1%,4-7,36.4%,0,,,,,,,,,,,,F (2x)
1985,67,48,19,71.6%,98-43,69.5%,732-528,58.1%,4-7,36.4%,0,,,,,,,,,,,,W (Manhattan Beach)
1984,58,42,16,72.4%,84-39,68.3%,618-445,58.1%,7-2,77.8%,0,,,,,,,,,,,,W (Berlin)
1983,53,32,21,60.4%,65-43,60.2%,516-433,54.4%,5-8,38.5%,0,,,,,,,,,,,,QF (5x)
1982,61,37,24,60.7%,74-55,57.4%,611-530,53.5%,9-5,64.3%,0,,,,,,,,,,,,W (3x)
1981,62,40,22,64.5%,79-49,61.7%,621-510,54.9%,8-4,66.7%,0,,,,,,,,,,,,W (4x)
1980,54,36,18,66.7%,78-42,65.0%,599-433,58.0%,2-5,28.6%,0,,,,,,,,,,,,W (Stuttgart)
1979,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R16 (Boblingen)
1977,1,0,1,0.0%,1-2,33.3%,11-16,40.7%,0-0,-,0,,,,,,,,,,,,R32 (Berlin)
Career,656,415,241,63.3%,852-528,61.7%,6721-5436,55.3%,57-59,49.1%,0,,,,,,,,,,,,
