Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,4,2,2,50.0%,0,0,0,-,2020,2022,Q2,4,1.00,2.3%,4.2%,67.8%,56.4%,42.4%,51.9%,48.1%,41.9%,66.7%
Roland Garros,5,Clay,9,4,5,44.4%,4,3,1,75.0%,2018,2022,Q2,7,0.93,1.4%,3.0%,70.6%,57.3%,43.2%,53.1%,43.8%,51.6%,50.0%
Wimbledon,4,Grass,5,1,4,20.0%,3,2,1,66.7%,2018,2022,Q2,4,0.92,0.3%,4.0%,66.5%,59.1%,44.8%,54.3%,42.1%,60.5%,33.3%
US Open,6,Hard,12,6,6,50.0%,5,3,2,60.0%,2016,2021,R64,10,0.98,2.8%,5.5%,66.0%,62.2%,48.8%,57.7%,41.5%,52.9%,45.2%
Charleston,4,Clay,11,7,4,63.6%,1,0,1,0.0%,2018,2023,R64,11,1.08,1.9%,5.0%,62.7%,60.3%,44.2%,54.3%,49.3%,53.5%,59.1%
Palermo,2,Clay,3,1,2,33.3%,0,0,0,-,2021,2022,R16,3,0.96,1.9%,7.8%,64.1%,59.8%,36.5%,51.5%,46.5%,51.7%,46.4%
Lausanne,2,Clay,2,0,2,0.0%,0,0,0,-,2021,2022,R32,2,0.88,0.6%,8.3%,66.7%,58.7%,38.5%,51.9%,42.4%,45.0%,30.4%
Indian Wells,2,Hard,2,0,2,0.0%,0,0,0,-,2019,2021,Q1,2,0.67,0.0%,5.6%,62.6%,58.2%,35.0%,49.5%,33.9%,60.9%,42.9%
Cincinnati,2,Hard,2,0,2,0.0%,0,0,0,-,2018,2020,Q1,2,0.64,2.7%,2.7%,65.5%,67.6%,43.6%,59.3%,25.9%,50.0%,16.7%
Indian Wells 125K,3,Hard,7,4,3,57.1%,1,1,0,100.0%,2018,2020,QF,7,0.95,1.1%,4.1%,63.9%,60.8%,47.4%,55.9%,42.0%,54.8%,46.4%
