Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,27,11,16,40.7%,7,2,5,28.6%,1988,2003,R16,0,,,,,,,,,,
Roland Garros,14,Clay,26,12,14,46.2%,2,0,2,0.0%,1988,2003,R16,0,,,,,,,,,,
Wimbledon,14,Grass,22,8,14,36.4%,8,4,4,50.0%,1988,2003,R64,0,,,,,,,,,,
US Open,16,Hard,32,16,16,50.0%,6,5,1,83.3%,1988,2003,R16,0,,,,,,,,,,
Olympics,1,,1,0,1,0.0%,0,0,0,-,1992,1992,R64,0,,,,,,,,,,
Fed Cup,9,,24,6,18,25.0%,5,1,4,20.0%,1990,2001,,0,,,,,,,,,,
Sydney,11,Hard,16,5,11,31.3%,6,2,4,33.3%,1988,2000,R16,0,,,,,,,,,,
Birmingham,10,Grass,18,8,10,44.4%,5,2,3,40.0%,1993,2003,R16,0,,,,,,,,,,
Eastbourne,9,Grass,12,3,9,25.0%,3,2,1,66.7%,1988,1999,R32,0,,,,,,,,,,
Brisbane,6,Hard,27,20,7,74.1%,4,3,1,75.0%,1987,1994,F,0,,,,,,,,,,
Indian Wells,7,Hard,15,7,8,46.7%,2,1,1,50.0%,1993,2002,R16,0,,,,,,,,,,
Berlin,7,Clay,13,5,8,38.5%,4,2,2,50.0%,1989,1998,R32,0,,,,,,,,,,
