Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2003,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,0,,,,,,,,,,,,R128 (Australian Open)
2002,9,2,7,22.2%,5-15,25.0%,78-106,42.4%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
2001,30,12,18,40.0%,27-37,42.2%,280-311,47.4%,1-3,25.0%,0,,,,,,,,,,,,SF (Dubai)
2000,4,0,4,0.0%,3-8,27.3%,48-60,44.4%,0-1,0.0%,0,,,,,,,,,,,,R32 (Gold Coast)
1999,4,1,3,25.0%,3-6,33.3%,35-44,44.3%,0-2,0.0%,0,,,,,,,,,,,,R32 (2x)
1998,20,3,17,15.0%,13-33,28.3%,195-239,44.9%,1-3,25.0%,0,,,,,,,,,,,,R16 (2x)
1997,24,12,12,50.0%,26-24,52.0%,224-233,49.0%,1-6,14.3%,0,,,,,,,,,,,,SF (Surabaya)
1996,16,3,13,18.8%,7-25,21.9%,130-179,42.1%,2-2,50.0%,0,,,,,,,,,,,,R16 (Auckland)
1995,32,13,19,40.6%,27-41,39.7%,275-319,46.3%,4-1,80.0%,0,,,,,,,,,,,,QF (3x)
1994,39,21,18,53.8%,45-43,51.1%,399-398,50.1%,3-2,60.0%,0,,,,,,,,,,,,F (Hobart)
1993,36,13,23,36.1%,38-44,46.3%,358-373,49.0%,0-5,0.0%,0,,,,,,,,,,,,QF (Brisbane)
1992,36,19,17,52.8%,40-36,52.6%,338-334,50.3%,5-4,55.6%,0,,,,,,,,,,,,F (Brisbane)
1991,48,26,22,54.2%,51-45,53.1%,439-401,52.3%,10-7,58.8%,0,,,,,,,,,,,,F (Strasbourg)
1990,50,28,22,56.0%,55-49,52.9%,459-449,50.6%,11-3,78.6%,0,,,,,,,,,,,,F (2x)
1989,28,13,15,46.4%,29-24,54.7%,249-228,52.2%,5-7,41.7%,0,,,,,,,,,,,,F (Athens)
1988,7,3,4,42.9%,4-9,30.8%,54-71,43.2%,2-1,66.7%,0,,,,,,,,,,,,QF (Adelaide)
Career,384,169,215,44.0%,373-441,45.8%,3571-3758,48.7%,46-48,48.9%,0,,,,,,,,,,,,
