Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2003,355,54,,,,,,,,,,,,
2002,178,178,167,1568,161,1521,170,1507,145,1466,,,,
2001,79,455,116,1664,103,1622,119,1584,132,1490,,,,
2000,107,310,120,1661,105,1617,112,1607,129,1499,,,,
1999,160,155,133,1629,114,1598,115,1598,145,1454,,,,
1998,185,118,117,1653,102,1611,111,1617,137,1459,,,,
1997,48,515,73,1774,53,1732,75,1687,93,1565,,,,
1996,186,104,104,1722,82,1683,99,1664,97,1550,,,,
1995,69,23,72,1788,55,1755,86,1698,86,1599,,,,
1994,61,26,84,1766,72,1710,73,1704,75,1615,,,,
1993,115,12,122,1704,111,1643,91,1684,114,1548,,,,
1992,38,29,50,1829,39,1773,39,1769,71,1612,,,,
1991,36,26,43,1830,41,1757,29,1820,67,1618,,,,
1990,39,26,44,1819,33,1755,29,1799,69,1619,,,,
1989,79,15,70,1765,79,1647,34,1772,,,,,,
1988,159,5,115,1650,76,1626,129,1556,117,1503,,,,
1987,360,,,,,,,,,,,,,
