Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Marrakech R32,L vs De Jong,0% (0/10),- (0/0),0/2,56% (5/9),40% (2/5),0/0,0/0,1/2,0/0,0/0
2020 Roland Garros R128,L vs Isner,15% (2/13),0% (0/2),0/4,38% (5/13),0% (0/5),0/0,0/0,0/1,0/0,0/0
2020 Australian Open R128,L vs Sugita,8% (1/12),0% (0/1),0/4,55% (6/11),0% (0/6),0/0,0/0,1/3,0/0,1/1
2019 US Open R128,L vs Dzumhur,25% (4/16),25% (1/4),0/5,47% (8/17),13% (1/8),0/0,0/0,0/2,0/0,0/1
2019 Kitzbuhel Q2,L vs Garcia Lopez,27% (3/11),33% (1/3),0/1,23% (3/13),0% (0/3),1/1,1/1,0/1,0/0,0/0
2019 Lyon  CH R32,L vs Coppejans,20% (2/10),50% (1/2),0/3,56% (5/9),20% (1/5),0/1,0/0,0/1,0/0,0/0
2019 Roland Garros R64,L vs Lajovic,29% (4/14),25% (1/4),1/4,43% (6/14),17% (1/6),0/1,0/0,2/3,0/0,1/1
2019 Roland Garros R128,W vs Norrie,64% (7/11),86% (6/7),0/0,8% (1/12),100% (1/1),6/6,3/3,0/0,1/1,0/0
2019 Lisboa CH QF,L vs Carballes Baena,38% (3/8),67% (2/3),1/5,70% (7/10),0% (0/7),1/2,0/0,0/2,0/0,0/1
2019 Aix En Provence CH R64,L vs Halys,14% (2/14),50% (1/2),1/5,43% (6/14),17% (1/6),1/1,0/0,3/3,0/0,1/1
2019 Bordeaux CH R32,L vs Otte,31% (4/13),100% (4/4),0/3,38% (5/13),20% (1/5),3/3,0/0,0/1,0/0,0/0
2019 Bordeaux CH R64,W vs Gimeno Traver,75% (6/8),100% (6/6),2/2,25% (2/8),0% (0/2),3/4,0/1,0/0,0/0,0/0
2019 Tunis CH R64,L vs Mansouri,36% (4/11),50% (2/4),1/3,55% (6/11),50% (3/6),0/1,0/0,2/2,0/0,1/1
2019 Marrakech Q2,L vs Menendez Maceiras,17% (2/12),0% (0/2),0/2,25% (3/12),33% (1/3),0/0,0/0,0/0,0/0,0/0
2019 Marrakech Q1,W vs Moutet,60% (6/10),33% (2/6),1/1,18% (2/11),50% (1/2),1/2,1/1,2/2,0/0,0/0
2019 Sophia Antipolis CH R32,L vs Hanfmann,30% (3/10),67% (2/3),1/5,70% (7/10),29% (2/7),1/2,0/0,0/0,0/0,0/0
2019 Pau CH R64,L vs Barranco Cosano,42% (5/12),60% (3/5),0/4,42% (5/12),0% (0/5),2/3,1/1,0/1,0/0,0/0
2019 Bergamo CH R16,L vs Quinzi,20% (2/10),50% (1/2),0/2,40% (4/10),25% (1/4),1/1,0/1,0/1,0/0,0/1
2019 Bergamo CH R32,W vs Griekspoor,44% (4/9),50% (2/4),0/0,20% (2/10),100% (2/2),2/2,2/2,0/0,1/1,0/0
2019 Bergamo CH R64,W vs Vilella Martinez,29% (4/14),75% (3/4),0/2,47% (7/15),57% (4/7),2/2,1/1,0/1,1/1,0/0
2025 (1 matches),,0.0%,-,0.0%,55.6%,40.0%,-,-,50.0%,-,-
2020 (2 matches),,12.0%,0.0%,0.0%,45.8%,0.0%,-,-,25.0%,-,100.0%
2019 (26 matches),,30.4%,57.0%,13.0%,39.0%,27.2%,74.4%,85.7%,50.0%,100.0%,42.9%
2018 (8 matches),,31.7%,65.4%,9.1%,37.3%,25.8%,92.9%,100.0%,83.3%,100.0%,50.0%
2017 (2 matches),,17.4%,25.0%,14.3%,39.1%,11.1%,0.0%,-,66.7%,-,0.0%
Career (40 matches),,28.5%,56.0%,10.6%,39.6%,24.9%,77.0%,90.0%,58.7%,100.0%,53.8%
