Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Marrakech R32,L vs De Jong,46% (6/13),- (0/0),0/0,0/0,70% (7/10),2/4,0/1,- (0/0),- (0/0)
2020 Roland Garros R128,L vs Isner,67% (8/12),0% (0/4),0/0,0/0,29% (2/7),0/3,0/1,- (0/0),- (0/0)
2020 Australian Open R128,L vs Sugita,100% (5/5),0% (0/1),0/0,0/0,14% (1/7),0/3,0/1,- (0/0),- (0/0)
2019 US Open R128,L vs Dzumhur,77% (10/13),17% (1/6),1/1,0/0,53% (8/15),2/5,2/3,- (0/0),- (0/0)
2019 Kitzbuhel Q2,L vs Garcia Lopez,62% (8/13),25% (1/4),1/1,0/0,25% (1/4),0/2,0/1,60% (3/5),17% (1/6)
2019 Lyon  CH R32,L vs Coppejans,71% (5/7),50% (1/2),0/0,0/0,60% (6/10),1/3,1/2,- (0/0),- (0/0)
2019 Roland Garros R64,L vs Lajovic,64% (9/14),17% (1/6),0/0,0/0,50% (5/10),1/4,0/1,- (0/0),- (0/0)
2019 Roland Garros R128,W vs Norrie,67% (12/18),67% (6/9),3/6,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2019 Lisboa CH QF,L vs Carballes Baena,17% (1/6),50% (2/4),0/0,0/0,13% (1/8),0/2,0/1,- (0/0),- (0/0)
2019 Aix En Provence CH R64,L vs Halys,60% (9/15),33% (1/3),1/1,0/0,50% (5/10),1/3,0/1,50% (3/6),67% (4/6)
2019 Bordeaux CH R32,L vs Otte,60% (9/15),67% (4/6),1/1,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2019 Bordeaux CH R64,W vs Gimeno Traver,55% (6/11),67% (6/9),2/5,1/2,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 Tunis CH R64,L vs Mansouri,47% (8/17),22% (2/9),0/0,0/0,63% (5/8),10/12,7/8,33% (2/6),50% (3/6)
2019 Marrakech Q2,L vs Menendez Maceiras,67% (10/15),0% (0/6),0/0,0/0,60% (3/5),0/2,0/1,- (0/0),- (0/0)
2019 Marrakech Q1,W vs Moutet,59% (10/17),15% (2/13),2/3,1/2,50% (1/2),0/0,0/0,86% (6/7),29% (2/7)
2019 Sophia Antipolis CH R32,L vs Hanfmann,63% (5/8),67% (2/3),0/0,0/0,38% (3/8),3/5,0/1,- (0/0),- (0/0)
2019 Pau CH R64,L vs Barranco Cosano,50% (7/14),30% (3/10),1/1,0/0,44% (4/9),3/5,1/2,- (0/0),- (0/0)
2019 Bergamo CH R16,L vs Quinzi,58% (7/12),50% (1/2),0/4,0/0,40% (2/5),1/3,0/1,78% (7/9),11% (1/9)
2019 Bergamo CH R32,W vs Griekspoor,77% (10/13),20% (2/10),2/4,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2019 Bergamo CH R64,W vs Vilella Martinez,67% (12/18),43% (3/7),2/3,1/1,75% (9/12),2/3,0/0,- (0/0),- (0/0)
2025 (1 matches),,46.2%,-,-,-,70.0%,50.0%,0.0%,-,-
2020 (2 matches),,76.5%,0.0%,-,-,21.4%,0.0%,0.0%,-,-
2019 (26 matches),,62.5%,34.0%,55.8%,75.0%,54.1%,45.6%,46.9%,69.6%,38.2%
2018 (8 matches),,59.4%,40.5%,50.0%,50.0%,58.9%,40.0%,55.6%,83.3%,33.3%
2017 (2 matches),,53.6%,20.0%,100.0%,-,33.3%,20.0%,33.3%,80.0%,50.0%
Career (40 matches),,61.4%,34.5%,55.4%,65.0%,53.2%,40.0%,43.8%,71.8%,40.0%
