Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W25 Nonthaburi R32,L vs Ainitdinova,27% (4/15),75% (3/4),0/5,50% (7/14),14% (1/7),1/3,1/1,1/2,0/0,0/0
2019 W60 Fukuoka R16,L vs Marino,33% (4/12),100% (4/4),2/4,50% (6/12),17% (1/6),1/4,0/1,2/3,0/0,2/2
2019 W60 Fukuoka R32,W vs Jang,64% (9/14),89% (8/9),3/6,62% (8/13),13% (1/8),3/7,1/3,0/1,0/1,0/0
2019 W25 Hong Kong R32,L vs Hozumi,33% (5/15),100% (5/5),0/5,64% (9/14),33% (3/9),1/4,0/1,1/2,0/0,1/1
2019 W25 Kashiwa R32,W vs Sebov,60% (9/15),89% (8/9),2/4,71% (10/14),50% (5/10),3/7,1/1,1/2,0/0,1/1
2018 Anning R32,L vs Zheng,30% (3/10),67% (2/3),1/3,44% (4/9),0% (0/4),1/2,0/0,1/2,0/0,1/1
2017 Makinohara $25K QF,W vs Muramatsu,56% (5/9),100% (5/5),1/1,13% (1/8),0% (0/1),3/4,1/2,0/0,0/1,0/0
2017 Nanao $25K R32,L vs Bains,40% (4/10),75% (3/4),0/5,89% (8/9),38% (3/8),1/3,0/0,1/1,0/0,0/0
2017 Tianjin $25K R32,L vs Inoue,50% (6/12),83% (5/6),2/5,62% (8/13),13% (1/8),4/4,0/0,0/2,0/0,0/1
2017 Naiman $25K R32,L vs Sema,36% (5/14),80% (4/5),0/5,62% (8/13),25% (2/8),3/4,1/1,1/2,0/0,1/1
2017 Kurume $60K R32,L vs Shimizu,69% (11/16),73% (8/11),4/8,53% (9/17),0% (0/9),3/8,1/2,2/3,0/0,0/1
2017 Gifu $80K QF,L vs Nara,25% (2/8),50% (1/2),0/4,75% (6/8),17% (1/6),1/1,0/0,1/2,0/0,0/1
2017 Gifu $80K R16,W vs Cako,56% (10/18),80% (8/10),3/6,61% (11/18),36% (4/11),5/8,2/4,1/2,1/2,0/0
2017 Gifu $80K R32,W vs Kuwata,75% (6/8),100% (6/6),1/2,38% (3/8),33% (1/3),3/4,0/1,0/0,0/1,0/0
2017 Zhengzhou R16,L vs Diyas,78% (7/9),29% (2/7),1/3,67% (6/9),17% (1/6),1/2,0/0,0/2,0/0,0/1
2017 Zhengzhou R32,W vs Hibi,44% (4/9),100% (4/4),1/1,33% (3/9),67% (2/3),3/4,2/2,0/0,1/1,0/0
2017 Nanning $25K R32,L vs Guo,22% (2/9),100% (2/2),1/4,78% (7/9),29% (2/7),1/2,0/0,1/2,0/0,0/1
2017 Kashiwa $25K R32,L vs Minokoshi,44% (4/9),50% (2/4),1/4,50% (5/10),0% (0/5),1/2,0/0,1/2,0/0,0/1
2017 Kofu $25K R16,L vs Kim,40% (4/10),75% (3/4),3/6,67% (6/9),0% (0/6),1/3,0/0,0/0,0/0,0/0
2017 Kofu $25K R32,W vs Ayukawa,78% (7/9),71% (5/7),2/2,33% (3/9),33% (1/3),3/4,1/1,0/0,1/1,0/0
2019 (5 matches),,43.7%,90.3%,29.2%,59.7%,27.5%,36.0%,42.9%,50.0%,0.0%,100.0%
2018 (1 matches),,30.0%,66.7%,33.3%,44.4%,0.0%,50.0%,-,50.0%,-,100.0%
2017 (18 matches),,53.5%,77.0%,37.5%,51.9%,20.8%,65.2%,61.5%,45.5%,50.0%,30.0%
2016 (19 matches),,58.5%,80.2%,47.1%,47.5%,18.8%,68.2%,70.8%,28.6%,66.7%,50.0%
2015 (9 matches),,56.5%,83.3%,46.7%,55.4%,21.7%,64.9%,80.0%,25.0%,100.0%,0.0%
Career (63 matches),,53.1%,81.7%,42.2%,53.1%,19.8%,59.9%,67.7%,37.7%,66.7%,44.0%
