Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Nonthaburi R32,L vs Ainitdinova,54% (7/13),50% (3/6),1/1,0/0,14% (1/7),1/3,0/1,- (0/0),- (0/0)
2019 W60 Fukuoka R16,L vs Marino,41% (7/17),44% (4/9),0/0,0/0,38% (3/8),0/2,0/1,40% (2/5),20% (1/5)
2019 W60 Fukuoka R32,W vs Jang,46% (6/13),47% (8/17),2/4,1/1,36% (4/11),1/2,0/0,- (0/0),- (0/0)
2019 W25 Hong Kong R32,L vs Hozumi,42% (8/19),63% (5/8),1/2,0/0,54% (7/13),2/4,1/2,- (0/0),- (0/0)
2019 W25 Kashiwa R32,W vs Sebov,50% (9/18),38% (8/21),2/4,1/2,74% (14/19),0/1,0/0,- (0/0),- (0/0)
2018 Anning R32,L vs Zheng,38% (5/13),50% (2/4),0/0,0/0,60% (6/10),2/4,1/2,- (0/0),- (0/0)
2017 Makinohara $25K QF,W vs Muramatsu,54% (7/13),38% (5/13),2/5,1/3,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2017 Nanao $25K R32,L vs Bains,80% (4/5),50% (3/6),0/0,0/0,55% (6/11),2/4,1/2,- (0/0),- (0/0)
2017 Tianjin $25K R32,L vs Inoue,32% (6/19),63% (5/8),1/1,0/0,46% (6/13),0/2,0/1,- (0/0),- (0/0)
2017 Naiman $25K R32,L vs Sema,70% (7/10),44% (4/9),1/1,0/0,45% (5/11),1/3,1/2,- (0/0),- (0/0)
2017 Kurume $60K R32,L vs Shimizu,33% (8/24),42% (8/19),1/4,0/0,59% (13/22),0/2,0/1,20% (1/5),40% (2/5)
2017 Gifu $80K QF,L vs Nara,50% (3/6),33% (1/3),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2017 Gifu $80K R16,W vs Cako,46% (11/24),47% (8/17),2/3,1/2,59% (10/17),0/1,0/0,- (0/0),- (0/0)
2017 Gifu $80K R32,W vs Kuwata,100% (6/6),60% (6/10),2/3,1/2,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2017 Zhengzhou R16,L vs Diyas,40% (4/10),18% (2/11),0/0,0/0,50% (5/10),1/3,0/1,- (0/0),- (0/0)
2017 Zhengzhou R32,W vs Hibi,53% (8/15),67% (4/6),2/7,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2017 Nanning $25K R32,L vs Guo,50% (4/8),100% (2/2),0/0,0/0,55% (6/11),1/3,1/2,- (0/0),- (0/0)
2017 Kashiwa $25K R32,L vs Minokoshi,83% (5/6),40% (2/5),0/0,0/0,38% (3/8),1/3,0/1,- (0/0),- (0/0)
2017 Kofu $25K R16,L vs Kim,21% (3/14),50% (3/6),0/0,0/0,50% (6/12),1/3,0/1,- (0/0),- (0/0)
2017 Kofu $25K R32,W vs Ayukawa,64% (7/11),45% (5/11),2/2,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 (5 matches),,46.3%,45.9%,54.5%,66.7%,50.0%,33.3%,25.0%,40.0%,20.0%
2018 (1 matches),,38.5%,50.0%,-,-,60.0%,50.0%,50.0%,-,-
2017 (18 matches),,50.2%,46.7%,55.9%,61.5%,50.3%,30.0%,33.3%,20.0%,40.0%
2016 (19 matches),,53.7%,46.2%,58.3%,63.2%,47.7%,35.7%,22.2%,50.0%,37.5%
2015 (9 matches),,56.6%,48.8%,78.6%,83.3%,43.8%,30.8%,42.9%,-,-
Career (63 matches),,50.3%,48.9%,57.1%,64.6%,49.0%,40.5%,38.5%,38.9%,33.3%
