Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,6,3,3,50.0%,6-7,46.2%,59-60,49.6%,1-1,50.0%,6,67.8%,32.8%,3.1%,5.1%,65.4%,63.4%,46.3%,57.5%,43.5%,50.1%,1.02,QF (W75 Trnava)
2025,15,7,8,46.7%,16-17,48.5%,154-146,51.3%,1-2,33.3%,15,55.3%,47.6%,2.2%,6.9%,63.7%,57.2%,43.5%,52.2%,49.1%,50.6%,1.03,SF (W35 Klagenfurt)
2024,23,9,14,39.1%,22-28,44.0%,234-252,48.1%,3-6,33.3%,0,,,,,,,,,,,,SF (W15 Bol)
2023,15,3,12,20.0%,9-25,26.5%,117-186,38.6%,2-1,66.7%,0,,,,,,,,,,,,QF (W25 Koge)
2022,32,14,18,43.8%,33-39,45.8%,323-346,48.3%,2-4,33.3%,0,,,,,,,,,,,,SF (2x)
2021,13,6,7,46.2%,15-15,50.0%,134-133,50.2%,0-2,0.0%,0,,,,,,,,,,,,QF (W15 Bratislava)
2020,12,7,5,58.3%,16-13,55.2%,147-131,52.9%,1-1,50.0%,0,,,,,,,,,,,,SF (W25 Marbella)
2019,32,17,15,53.1%,38-38,50.0%,342-348,49.6%,5-2,71.4%,0,,,,,,,,,,,,W (W15 Gothenburg)
2018,24,11,13,45.8%,25-32,43.9%,244-260,48.4%,0-0,-,0,,,,,,,,,,,,SF (2x)
2017,11,4,7,36.4%,10-12,45.5%,100-103,49.3%,0-0,-,0,,,,,,,,,,,,QF (Heraklion $15K)
2016,5,1,4,20.0%,3-8,27.3%,46-58,44.2%,0-1,0.0%,0,,,,,,,,,,,,R16 (Brno $10K)
Career,188,82,106,43.6%,193-234,45.2%,1900-2023,48.4%,15-20,42.9%,21,58.9%,43.3%,2.5%,6.4%,64.2%,58.9%,44.2%,53.6%,47.5%,50.5%,1.02,
