Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W15 Cairo R16,L vs Hosoki,11% (1/9),0% (0/1),0/3,33% (3/9),0% (0/3),0/0,0/0,2/2,0/0,1/1
2019 W15 Cairo R32,W vs Mane,100% (6/6),100% (6/6),0/0,0% (0/6),- (0/0),6/6,2/2,0/0,1/1,0/0
2019 W15 Cairo R32,L vs El Sayed,50% (7/14),71% (5/7),2/4,50% (7/14),29% (2/7),5/5,1/1,2/3,0/0,1/1
2019 W15 Monastir R32,L vs Bronzetti,50% (5/10),40% (2/5),1/4,44% (4/9),0% (0/4),0/2,0/0,1/1,0/0,0/0
2017 Jablonec nad Nisou $15K R32,L vs Muntean,33% (3/9),67% (2/3),0/4,56% (5/9),0% (0/5),0/2,0/0,0/1,0/0,0/0
2017 Heraklion $15K QF,L vs Bilardo,36% (4/11),100% (4/4),1/6,64% (7/11),14% (1/7),2/4,0/0,1/1,0/0,0/0
2017 Heraklion $15K R32,W vs Kontaki,56% (5/9),100% (5/5),2/2,44% (4/9),50% (2/4),3/4,1/1,0/0,1/1,0/0
2017 Heraklion $15K R32,L vs Szupper,44% (7/16),71% (5/7),2/3,50% (8/16),38% (3/8),5/5,1/1,2/4,0/0,1/2
2017 Brno $15K R32,L vs Jani,60% (9/15),78% (7/9),4/9,67% (10/15),10% (1/10),2/6,0/1,0/0,0/0,0/0
2017 Prerov $15K R16,L vs Kladivova,13% (1/8),0% (0/1),0/4,71% (5/7),20% (1/5),0/0,0/0,1/1,0/0,0/0
2016 Bol $10K R32,L vs Mijacika,30% (3/10),100% (3/3),2/5,67% (6/9),17% (1/6),1/3,0/0,0/0,0/0,0/0
2016 Brno $10K R16,L vs Kilnarova,43% (3/7),33% (1/3),1/5,88% (7/8),14% (1/7),1/1,0/0,1/2,0/0,0/1
2016 Ricany $10K R32,L vs Machalova,36% (4/11),50% (2/4),0/4,50% (5/10),20% (1/5),1/2,0/0,3/3,0/0,2/2
2016 Prague $10K R32,L vs Ponomar,50% (8/16),88% (7/8),4/6,53% (9/17),11% (1/9),2/6,0/2,1/2,0/0,0/1
2019 (4 matches),,48.7%,68.4%,27.3%,36.8%,14.3%,84.6%,100.0%,83.3%,100.0%,100.0%
2017 (6 matches),,42.6%,79.3%,32.1%,58.2%,20.5%,57.1%,66.7%,57.1%,100.0%,50.0%
2016 (4 matches),,40.9%,72.2%,35.0%,61.4%,14.8%,41.7%,0.0%,71.4%,-,50.0%
Career (14 matches),,43.7%,74.2%,32.2%,53.7%,17.5%,60.9%,62.5%,70.0%,100.0%,62.5%
