Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,285,190,95,66.7%,464-257,64.4%,3940-3243,54.9%,72-70,50.7%,272,87.6%,22.5%,15.7%,4.6%,57.2%,81.1%,52.0%,68.6%,37.7%,52.8%,1.20
Clay,132,79,53,59.8%,207-147,58.5%,1815-1637,52.6%,29-21,58.0%,124,80.8%,24.2%,11.3%,3.6%,56.2%,78.3%,47.7%,64.9%,38.4%,51.7%,1.09
Grass,89,63,26,70.8%,170-86,66.4%,1449-1198,54.7%,31-30,50.8%,88,90.6%,19.1%,16.5%,5.0%,61.5%,84.0%,52.4%,71.9%,36.2%,53.7%,1.29
Carpet,129,82,47,63.6%,188-116,61.8%,1700-1475,53.5%,40-43,48.2%,122,90.2%,16.7%,19.0%,4.6%,59.6%,82.7%,51.7%,70.1%,33.8%,51.8%,1.13
Grand Slams,129,90,39,69.8%,305-151,66.9%,2514-2011,55.6%,44-42,51.2%,123,87.9%,23.2%,13.8%,4.0%,60.7%,83.2%,49.4%,69.9%,38.7%,54.1%,1.29
Masters,167,101,66,60.5%,227-154,59.6%,2005-1763,53.2%,28-32,46.7%,166,83.9%,22.3%,15.0%,4.4%,55.9%,78.7%,50.7%,66.3%,36.8%,51.5%,1.09
Other Tours,318,214,104,67.3%,464-267,63.5%,4043-3427,54.1%,91-84,52.0%,310,88.5%,19.7%,17.0%,4.9%,57.7%,81.4%,52.3%,69.0%,35.9%,52.1%,1.16
Best of 5,152,101,51,66.4%,348-192,64.4%,2937-2434,54.7%,52-48,52.0%,133,87.5%,22.7%,14.0%,4.1%,60.5%,83.1%,49.1%,69.7%,38.4%,53.8%,1.27
Best of 3,483,313,170,64.8%,681-414,62.2%,5967-5119,53.8%,120-116,50.8%,473,87.1%,20.5%,16.3%,4.6%,57.1%,80.5%,51.9%,68.2%,36.2%,51.9%,1.14
Finals,26,17,9,65.4%,45-32,58.4%,404-379,51.6%,12-7,63.2%,26,84.7%,17.4%,16.9%,4.7%,58.7%,81.4%,47.5%,67.4%,34.2%,50.7%,1.05
Semi-finals,42,26,16,61.9%,63-38,62.4%,557-482,53.6%,8-11,42.1%,40,89.8%,17.8%,18.2%,4.3%,58.4%,82.2%,54.0%,70.5%,35.0%,52.5%,1.19
Quarter-finals,91,41,50,45.1%,104-113,47.9%,1125-1135,49.8%,31-30,50.8%,87,84.7%,15.1%,15.6%,4.6%,57.6%,80.3%,50.1%,67.5%,33.3%,50.3%,1.03
vs Righties,526,341,185,64.8%,852-506,62.7%,7356-6249,54.1%,136-129,51.3%,499,86.9%,21.6%,15.7%,4.5%,58.1%,81.3%,50.9%,68.5%,37.0%,52.5%,1.18
vs Lefties,108,72,36,66.7%,175-99,63.9%,1529-1288,54.3%,35-34,50.7%,106,88.9%,19.3%,14.9%,4.2%,58.8%,81.8%,51.8%,69.5%,36.4%,52.6%,1.19
vs Top 10,101,46,55,45.5%,124-142,46.6%,1359-1406,49.2%,33-39,45.8%,94,84.1%,14.4%,15.1%,4.5%,56.8%,79.6%,49.2%,66.5%,32.8%,49.8%,0.98
