Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2000 US Open QF,L vs Sampras,2.0,1.9,2.1,47.6%,44.1%,0.0%,-,42.4%,26.4%,10.0,25.6,2.0,5.4
1999 Stuttgart F,L vs Enqvist,2.8,2.0,3.6,51.1%,33.3%,35.7%,40.0%,38.4%,91.5%,5.5,8.0,-2.5,-31.3
1999 Stuttgart SF,W vs Rusedski,2.3,2.0,2.6,57.1%,50.0%,33.3%,-,32.2%,30.0%,3.5,21.9,2.5,10.0
1999 US Open QF,L vs Kafelnikov,2.6,1.9,3.3,51.2%,51.7%,36.4%,33.3%,45.2%,68.8%,7.5,7.3,1.0,2.6
1999 Miami F,W vs Grosjean,3.7,2.4,5.0,55.2%,60.0%,55.6%,40.0%,54.2%,68.5%,18.5,10.6,-0.5,-1.2
1999 Miami SF,W vs Enqvist,3.6,2.2,4.6,56.0%,70.4%,33.3%,83.3%,51.7%,65.3%,5.5,7.3,4.5,19.6
1998 Stuttgart F,W vs Kafelnikov,2.6,2.2,2.9,57.6%,57.1%,0.0%,80.0%,38.0%,74.6%,-1.0,-2.7,2.5,14.7
1998 Stuttgart SF,W vs Sampras,2.1,2.0,2.3,50.9%,44.1%,-,-,51.6%,36.4%,3.0,7.1,-7.5,-28.8
1998 Canada F,L vs Rafter,2.4,2.4,2.4,45.0%,41.4%,50.0%,100.0%,23.5%,32.7%,-1.5,-10.0,4.0,12.9
1998 Canada SF,W vs Agassi,3.1,2.2,4.1,54.4%,52.8%,14.3%,50.0%,30.0%,83.7%,-5.0,-12.8,0.0,0.0
1998 Wimbledon SF,L vs Ivanisevic,2.1,2.0,2.1,46.9%,55.6%,20.0%,-,20.1%,65.0%,2.0,10.5,-8.0,-25.8
1998 Monte Carlo SF,L vs Moya,4.4,3.1,5.9,55.7%,42.5%,11.1%,38.5%,49.5%,65.2%,-7.0,-6.5,-2.0,-5.4
1997 Stuttgart F,L vs Korda,2.4,1.8,3.1,45.6%,42.3%,66.7%,-,26.6%,62.5%,0.0,0.0,-6.0,-22.2
1997 Stuttgart SF,W vs Bjorkman,2.4,2.1,2.7,57.1%,30.0%,42.9%,0.0%,37.6%,53.4%,0.0,0.0,0.5,2.1
1997 Wimbledon R16,L vs Henman,2.2,2.1,2.3,49.8%,42.6%,33.3%,-,23.8%,12.9%,1.5,5.4,-10.0,-13.5
1996 Tour Finals SF,L vs Becker,2.0,2.1,1.9,45.5%,69.0%,0.0%,-,36.1%,28.3%,0.5,2.4,-6.0,-18.8
1996 US Open R128,L vs Edberg,2.0,2.0,2.1,44.4%,39.1%,50.0%,-,37.4%,26.3%,6.5,20.3,-3.5,-8.8
1996 Wimbledon SF,W vs Stoltenberg,2.2,2.4,2.1,57.7%,61.5%,50.0%,-,43.5%,16.7%,13.5,37.5,5.5,16.2
1996 Wimbledon QF,W vs Sampras,2.0,2.0,2.0,51.9%,67.9%,0.0%,100.0%,33.3%,20.0%,3.0,12.5,5.0,13.9
1996 Wimbledon R16,W vs Stich,2.2,2.0,2.4,53.3%,50.0%,0.0%,66.7%,41.3%,24.6%,7.0,17.1,-5.0,-11.6
Career (34 matches),,2.6,2.2,2.9,49.7%,50.8%,39.4%,51.9%,41.1%,57.3%,4.3,7.8,0.3,0.8
