Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2000 US Open QF,L vs Sampras,51.5%,41.8%,4.6%,2/4,1.25,39.6%,51.9%,31.7%,3.8%,100.0%,44.0%,76.5%,57.7%,8.8%,1.63,35.7%
1999 Stuttgart F,L vs Enqvist,60.2%,42.3%,20.3%,9/15,1.51,7.6%,54.0%,44.1%,14.3%,1.39,9.1%,77.1%,40.5%,31.3%,1.62,6.1%
1999 Stuttgart SF,W vs Rusedski,60.0%,48.5%,7.3%,1/3,1.41,81.8%,54.5%,38.9%,0.0%,1.50,62.5%,75.0%,60.0%,20.0%,1.36,92.9%
1999 US Open QF,L vs Kafelnikov,62.0%,46.9%,11.4%,10/8,1.48,2.4%,48.8%,56.4%,2.5%,100.0%,2.9%,81.9%,40.7%,22.2%,1.71,2.0%
1999 Miami F,W vs Grosjean,81.1%,52.5%,15.6%,4/15,1.93,4.7%,80.3%,50.8%,6.6%,1.54,9.5%,88.4%,55.3%,32.6%,2.14,2.3%
1999 Miami SF,W vs Enqvist,76.9%,54.0%,7.7%,1/4,2.27,4.5%,78.4%,48.3%,2.7%,1.86,14.3%,80.8%,61.9%,15.4%,2.47,0.0%
1998 Stuttgart F,W vs Kafelnikov,64.6%,47.2%,11.0%,3/6,1.18,3.0%,54.8%,43.5%,4.8%,1.06,5.9%,85.7%,50.0%,20.0%,1.31,0.0%
1998 Stuttgart SF,W vs Sampras,54.0%,29.6%,7.0%,2/5,1.36,37.8%,55.7%,35.3%,1.6%,1.22,60.9%,60.6%,20.0%,18.2%,1.52,13.6%
1998 Canada F,L vs Rafter,56.7%,44.7%,11.9%,2/6,1.22,21.6%,63.2%,37.5%,5.3%,1.26,31.6%,73.7%,57.1%,31.6%,1.17,11.1%
1998 Canada SF,W vs Agassi,73.5%,39.3%,14.5%,4/8,1.56,3.7%,75.9%,34.1%,7.4%,1.55,0.0%,80.0%,50.0%,32.0%,1.56,5.9%
1998 Wimbledon SF,L vs Ivanisevic,49.7%,34.3%,11.1%,15/7,1.49,29.8%,48.5%,34.0%,9.7%,1.36,62.5%,66.2%,34.7%,16.2%,1.60,0.0%
1998 Monte Carlo SF,L vs Moya,84.5%,33.3%,15.5%,3/7,1.91,13.0%,85.5%,34.0%,9.1%,1.76,28.6%,92.9%,30.8%,42.9%,2.00,3.0%
1997 Stuttgart F,L vs Korda,72.1%,29.0%,11.6%,9/1,1.50,5.7%,70.6%,30.6%,7.8%,1.39,4.3%,78.8%,26.9%,18.2%,1.71,8.3%
1997 Stuttgart SF,W vs Bjorkman,67.9%,34.0%,7.7%,1/5,1.78,0.0%,69.8%,40.0%,2.3%,1.79,0.0%,79.3%,26.1%,17.2%,1.78,0.0%
1997 Wimbledon R16,L vs Henman,54.3%,40.2%,5.3%,3/5,1.54,17.8%,47.7%,38.1%,3.4%,1.10,26.3%,69.0%,42.5%,8.6%,3.00,8.6%
1996 Tour Finals SF,L vs Becker,43.4%,32.6%,8.1%,3/5,1.45,20.4%,37.0%,15.0%,5.6%,1.23,30.8%,69.7%,47.8%,15.2%,1.70,8.7%
1996 US Open R128,L vs Edberg,51.1%,44.7%,10.9%,3/7,1.83,20.9%,50.8%,40.0%,11.9%,1.30,10.0%,65.4%,52.9%,11.5%,2.32,30.4%
1996 Wimbledon SF,W vs Stoltenberg,58.9%,58.5%,10.0%,4/5,1.40,19.6%,60.0%,55.6%,4.4%,1.30,35.0%,78.8%,61.5%,21.2%,1.48,7.7%
1996 Wimbledon QF,W vs Sampras,44.4%,52.3%,8.1%,1/7,1.46,13.5%,45.0%,44.4%,3.3%,1.33,35.7%,63.0%,64.7%,22.2%,1.56,0.0%
1996 Wimbledon R16,W vs Stich,56.7%,47.5%,3.8%,0/4,1.14,11.9%,59.6%,52.9%,1.8%,100.0%,10.0%,64.1%,40.0%,7.7%,1.33,13.6%
Career (34 matches),,60.4%,44.4%,10.7%,35.3%,1.55,13.7%,59.8%,41.3%,6.4%,1.39,19.8%,75.0%,48.8%,20.6%,1.69,8.6%
