Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2003,147,255,65,1764,78,1677,89,1642,49,1673,624,50,,
2002,112,350,135,1638,112,1612,,,75,1613,838,25,,
2001,,,,,,,,,,,1292,5,,
2000,36,950,18,1930,16,1888,28,1843,11,1798,,,,
1999,10,2095,8,1994,7,1961,18,1891,8,1868,1271,2,,
1998,10,2548,3,2079,6,2004,6,1969,3,1946,,,,
1997,11,2299,4,2055,7,1959,10,1965,2,1963,643,46,,
1996,7,2380,10,1989,13,1927,12,1942,6,1936,376,123,,
1995,11,,16,1943,14,1904,24,1863,19,1806,149,451,,
1994,17,,17,1994,10,1971,13,1975,14,1853,265,189,,
1993,15,,20,1967,15,1964,16,1936,19,1845,53,1105,,
1992,10,,10,2074,8,2059,18,1929,12,1862,119,495,,
1991,45,,35,1882,19,1881,49,1790,40,1722,75,649,,
1990,129,,,,,,,,,,231,165,,
1989,392,,,,,,,,,,659,,,
