Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Rotterdam R32,W vs Fucsovics,33% (3/9),100% (3/3),0/1,50% (5/10),80% (4/5),3/3,1/1,2/2,1/1,0/0
2026 Davis Cup RR,W vs Nagal,42% (5/12),100% (5/5),1/2,15% (2/13),0% (0/2),4/4,1/1,1/1,1/1,0/0
2026 Davis Cup RR,L vs Suresh,0% (0/11),- (0/0),0/1,27% (3/11),67% (2/3),0/0,0/0,1/1,0/0,0/0
2025 Porto 2 CH F,W vs Bailly,67% (6/9),83% (5/6),1/2,33% (3/9),33% (1/3),2/3,0/1,0/0,0/0,0/0
2025 Hagen CH F,L vs Hanfmann,31% (4/13),50% (2/4),0/4,50% (6/12),33% (2/6),1/1,0/0,0/0,0/0,0/0
2025 Prague CH F,L vs Misolic,13% (1/8),100% (1/1),1/5,63% (5/8),0% (0/5),0/1,0/0,0/0,0/0,0/0
2025 Kigali 2 CH F,L vs Royer,22% (2/9),0% (0/2),0/3,44% (4/9),25% (1/4),0/0,0/0,1/1,0/0,0/0
2024 Dobrich CH F,W vs Sels,38% (3/8),100% (3/3),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,1/1,0/0
2026 (3 matches),,25.0%,100.0%,25.0%,29.4%,60.0%,100.0%,100.0%,100.0%,100.0%,-
2025 (4 matches),,33.3%,61.5%,14.3%,47.4%,22.2%,60.0%,0.0%,100.0%,-,-
2024 (1 matches),,37.5%,100.0%,-,0.0%,-,100.0%,100.0%,-,100.0%,-
Career (8 matches),,30.4%,79.2%,16.7%,34.6%,35.7%,85.7%,75.0%,100.0%,100.0%,-
