Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
02-Mar-2026,Brasilia CH,Clay,R32,156,210,Juan Carlos Prado Angelo [BOL] d. (4) Den Ouden,6-4 6-3,0.88,3.2%,3.2%,68.3%,58.1%,45.0%,1/6,1:23
23-Feb-2026,Tigre 2 CH,Clay,R32,151,311,(Q) Diego Dedura Palomero [GER] d. (1) Den Ouden,6-4 2-0 RET,0.78,2.4%,4.9%,70.7%,55.2%,16.7%,2/6,1:06
09-Feb-2026,Rotterdam,Hard,R16,169,36,Ugo Humbert [FRA] d. (WC) Den Ouden,6-4 6-3,0.72,0.0%,3.8%,56.6%,53.3%,52.2%,0/4,1:20
09-Feb-2026,Rotterdam,Hard,R32,169,49,(WC) Den Ouden d. Marton Fucsovics [HUN],7-6(5) 6-1,1.03,2.2%,3.3%,57.6%,64.2%,56.4%,11/12,1:51
07-Feb-2026,Davis Cup QLS R1: NED vs IND,Hard,RR,162,281,Den Ouden d. Sumit Nagal [IND],6-0 4-6 6-3,,,,,,,,
07-Feb-2026,Davis Cup QLS R1: NED vs IND,Hard,RR,162,465,Dhakshineswar Suresh [IND] d. Den Ouden,6-4 7-6(4),,,,,,,,
27-Jan-2026,Manama CH,Hard,R32,160,522,(Q) Lukas Pokorny [SVK] d. Den Ouden,6-4 7-5,0.94,3.4%,3.4%,67.8%,80.0%,47.4%,0/2,1:17
19-Jan-2026,Soma Bay CH,Hard,R32,160,277,Edas Butvilas [LTU] d. (1) Den Ouden,7-5 3-6 6-3,0.95,3.2%,2.2%,66.7%,67.7%,48.4%,3/7,2:17
19-Jan-2026,Australian Open,Hard,Q1,160,157,Pierre Hugues Herbert [FRA] d. Den Ouden,3-6 6-3 6-2,0.80,1.5%,3.0%,54.5%,77.8%,50.0%,0/3,1:31
22-Sep-2025,Lisbon CH,Clay,R16,160,143,Marco Trungelliti [ARG] d. Den Ouden,6-1 6-2,0.55,3.4%,8.6%,56.9%,48.5%,40.0%,6/11,1:09
22-Sep-2025,Lisbon CH,Clay,R32,160,235,Den Ouden d. (Alt) Elias Ymer [SWE],7-5 6-3,1.22,3.0%,6.1%,69.7%,65.2%,40.0%,1/5,1:52
01-Sep-2025,Seville CH,Clay,R16,161,99,(2) Carlos Taberner [ESP] d. Den Ouden,6-3 3-1 RET,0.63,0.0%,5.3%,63.2%,44.4%,42.9%,10/14,1:14
01-Sep-2025,Seville CH,Clay,R32,161,558,Den Ouden d. (Q) Dominik Kellovsky [CZE],6-4 3-6 6-1,1.11,4.3%,1.1%,66.7%,62.9%,71.0%,5/6,2:03
25-Aug-2025,Porto 2 CH,Clay,F,161,341,(2) Den Ouden d. (NG) Gilles Arnaud Bailly [BEL],6-4 6-2,1.29,0.0%,1.5%,66.2%,65.1%,50.0%,3/5,1:54
25-Aug-2025,Porto 2 CH,Clay,SF,161,255,(2) Den Ouden d. (8) Frederico Ferreira Silva [POR],6-3 6-3,1.68,9.1%,5.5%,67.3%,73.0%,61.1%,2/3,1:34
25-Aug-2025,Porto 2 CH,Clay,QF,161,277,(2) Den Ouden d. Daniel Michalski [POL],4-6 6-4 6-4,1.25,4.4%,2.2%,62.6%,75.4%,58.8%,4/6,2:29
25-Aug-2025,Porto 2 CH,Clay,R16,161,812,(2) Den Ouden d. (WC) Francisco Rocha [POR],6-3 6-4,1.28,0.0%,3.0%,59.1%,61.5%,66.7%,2/4,1:38
25-Aug-2025,Porto 2 CH,Clay,R32,161,304,(2) Den Ouden d. Mili Poljicak [CRO],6-3 1-6 6-2,1.07,1.2%,8.5%,65.9%,72.2%,39.3%,5/8,2:08
25-Aug-2025,US Open,Hard,Q1,161,131,(32) Daniel Elahi Galan [COL] d. Den Ouden,6-1 7-5,0.73,4.5%,10.6%,47.0%,64.5%,40.0%,1/6,1:26
28-Jul-2025,Hagen CH,Clay,F,173,150,(3) Yannick Hanfmann [GER] d. (6) Den Ouden,3-6 6-2 6-2,0.72,2.4%,10.7%,51.2%,69.8%,39.0%,7/11,1:43
28-Jul-2025,Hagen CH,Clay,SF,173,191,(6) Den Ouden d. (4) Jerome Kym [SUI],6-1 6-2,1.62,5.8%,7.7%,53.8%,85.7%,37.5%,2/3,1:00
28-Jul-2025,Hagen CH,Clay,QF,173,87,(6) Den Ouden d. (1) Botic Van De Zandschulp [NED],7-6(2) 4-6 6-3,1.09,0.0%,6.1%,60.5%,63.8%,53.3%,6/11,2:36
28-Jul-2025,Hagen CH,Clay,R16,173,267,(6) Den Ouden d. Christoph Negritu [GER],7-6(5) 6-7(4) 6-3,1.09,2.7%,4.5%,53.6%,78.0%,52.9%,2/4,2:36
28-Jul-2025,Hagen CH,Clay,R32,173,374,(6) Den Ouden d. (Q) Gonzalo Villanueva [ARG],6-2 6-3,1.43,9.8%,8.2%,55.7%,64.7%,59.3%,2/4,1:13
