Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Rotterdam R32,W vs Fucsovics,0.0%,-,5.2%,87.5%,10.4%,13.9%,0.0%,9.9%,11.1%,0.7%,50.0%,30,39
2026 Davis Cup Qualifiers RR,L vs Suresh,0.0%,-,6.9%,90.0%,27.7%,20.0%,20.0%,18.0%,44.4%,0.0%,-,21,8
2026 Davis Cup Qualifiers RR,W vs Nagal,3.4%,66.7%,14.8%,69.2%,15.9%,16.3%,28.6%,11.1%,40.0%,0.3%,100.0%,-5,-17
2025 Porto CH F,W vs Bailly,1.5%,100.0%,8.3%,90.9%,18.1%,44.4%,50.0%,9.4%,30.8%,6.0%,40.0%,55,35
2025 Hagen CH F,L vs Hanfmann,0.0%,-,8.5%,85.7%,14.6%,17.1%,100.0%,11.1%,37.5%,2.3%,0.0%,30,35
2025 Prague CH F,L vs Misolic,2.0%,0.0%,11.5%,54.5%,12.1%,27.8%,0.0%,2.6%,0.0%,3.3%,16.7%,-26,-42
2025 Kigali CH F,L vs Royer,1.9%,0.0%,1.7%,50.0%,19.0%,23.1%,11.1%,12.0%,33.3%,4.3%,16.7%,63,94
2024 Dobrich CH F,W vs Sels,0.0%,-,5.2%,100.0%,13.1%,8.8%,0.0%,10.8%,33.3%,1.6%,66.7%,-39,-44
Career (8 matches),,1.1%,50.0%,8.0%,78.2%,15.4%,18.8%,13.2%,10.9%,32.1%,2.2%,31.6%,16,13
