Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 New York R16,L vs Pera,41% (7/17),43% (3/7),1/5,47% (7/15),14% (1/7),1/2,0/0,0/1,0/0,0/1
2019 Wimbledon QF,W vs Konta,56% (5/9),60% (3/5),0/1,10% (1/10),0% (0/1),3/3,1/1,2/2,1/1,0/0
2019 Wimbledon R16,W vs Mertens,44% (7/16),86% (6/7),0/3,29% (5/17),20% (1/5),4/6,2/2,2/4,1/1,2/2
2019 Wimbledon R128,W vs Tsurenko,56% (5/9),80% (4/5),0/0,0% (0/8),- (0/0),2/2,0/0,0/0,0/0,0/0
2019 Rome R64,L vs Vondrousova,40% (6/15),83% (5/6),0/3,43% (6/14),50% (3/6),3/4,0/1,1/1,0/1,0/0
2019 Madrid R64,L vs Mladenovic,38% (3/8),67% (2/3),2/5,75% (6/8),0% (0/6),0/2,0/0,0/1,0/0,0/0
2019 Prague SF,L vs Teichmann,13% (1/8),0% (0/1),0/4,71% (5/7),20% (1/5),0/0,0/0,1/1,0/0,0/0
2019 Prague QF,W vs Siniakova,57% (4/7),100% (4/4),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2019 Prague R16,W vs Pegula,70% (7/10),57% (4/7),1/1,20% (2/10),50% (1/2),2/2,0/0,0/0,0/0,0/0
2019 Prague R32,W vs Barthel,44% (4/9),100% (4/4),0/1,11% (1/9),0% (0/1),3/4,2/2,0/0,1/1,0/0
2019 Istanbul SF,L vs Vondrousova,43% (3/7),33% (1/3),1/5,88% (7/8),14% (1/7),0/1,0/0,0/1,0/0,0/1
2019 Istanbul QF,W vs Rybakina,67% (8/12),63% (5/8),0/4,50% (6/12),17% (1/6),2/4,0/1,1/2,0/0,1/1
2019 Istanbul R16,W vs Cirstea,58% (7/12),86% (6/7),2/5,50% (6/12),17% (1/6),4/6,2/2,0/0,1/1,0/0
2019 Istanbul R32,W vs Hruncakova,41% (7/17),100% (7/7),3/6,53% (9/17),33% (3/9),5/5,0/0,0/0,0/0,0/0
2019 Miami R128,L vs Vondrousova,56% (5/9),20% (1/5),1/4,63% (5/8),20% (1/5),0/1,0/0,1/1,0/0,0/0
2019 Indian Wells R64,L vs Halep,44% (4/9),75% (3/4),3/4,67% (6/9),0% (0/6),1/3,0/0,0/2,0/0,0/1
2019 Indian Wells R128,W vs Golubic,70% (7/10),100% (7/7),4/4,60% (6/10),17% (1/6),4/7,1/2,1/1,0/1,0/0
2019 Dubai R64,L vs Suarez Navarro,38% (3/8),67% (2/3),2/5,75% (6/8),0% (0/6),0/2,0/0,0/1,0/0,0/1
2019 Doha QF,L vs Kerber,38% (5/13),100% (5/5),0/4,50% (7/14),29% (2/7),3/5,1/1,2/3,0/0,2/2
2019 Doha R16,W vs Blinkova,90% (9/10),89% (8/9),1/3,45% (5/11),20% (1/5),5/7,1/1,1/2,1/1,0/0
2019 (25 matches),,50.2%,73.5%,32.5%,43.2%,20.5%,67.0%,83.3%,55.2%,80.0%,50.0%
2018 (46 matches),,41.4%,72.2%,29.3%,41.2%,25.6%,74.4%,70.5%,60.5%,76.2%,52.9%
2017 (62 matches),,51.8%,78.0%,35.6%,46.2%,25.8%,69.3%,70.5%,60.3%,64.3%,45.5%
2016 (59 matches),,49.7%,81.8%,43.8%,44.7%,27.0%,68.4%,70.8%,59.1%,78.1%,53.3%
2015 (27 matches),,47.0%,78.7%,36.1%,41.8%,25.8%,71.0%,60.0%,72.4%,58.8%,70.0%
Career (322 matches),,46.8%,77.5%,33.9%,45.7%,25.6%,67.8%,70.9%,61.2%,75.2%,53.7%
