Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Wimbledon R64,L vs Linette,4.6,4.4,4.8,47.1%,43.8%,43.8%,45.8%,50.5%,29.0%,2.0,1.2,-13.5,-10.2
2023 Wimbledon R128,W vs Zanevska,3.2,3.3,3.2,60.3%,64.0%,40.0%,55.6%,56.6%,27.1%,4.0,7.5,0.0,0.0
2021 Australian Open R128,L vs Kuznetsova,4.7,5.3,4.2,47.3%,24.0%,66.7%,33.3%,57.1%,11.8%,-12.5,-12.0,-1.5,-1.9
2020 Dubai R32,W vs Anisimova,4.0,4.0,4.0,55.9%,33.9%,52.4%,44.4%,53.1%,22.7%,-3.0,-2.2,0.5,0.5
2019 Wuhan R32,L vs Halep,4.6,4.6,4.5,45.5%,50.0%,42.9%,21.1%,54.3%,21.5%,-1.5,-1.3,-6.5,-8.1
2019 US Open R128,L vs Bolsova,5.5,6.2,5.0,45.6%,50.0%,57.1%,42.9%,62.1%,15.9%,-3.5,-1.8,-3.5,-3.2
2019 Wimbledon SF,L vs Williams,3.9,4.0,3.8,34.7%,47.6%,33.3%,16.7%,52.4%,25.4%,-0.5,-1.3,3.0,7.7
2019 Wimbledon QF,W vs Konta,3.6,3.3,3.9,56.8%,59.4%,47.4%,66.7%,53.8%,39.2%,7.0,10.9,0.0,0.0
2019 Wimbledon R16,W vs Mertens,4.9,5.2,4.6,54.3%,61.4%,37.0%,50.0%,46.0%,33.5%,7.0,6.3,-0.5,-0.5
2019 Wimbledon R32,W vs Bertens,4.5,3.8,5.3,65.1%,38.7%,60.0%,70.0%,73.3%,45.0%,4.0,3.0,1.5,5.0
2019 Wimbledon R64,W vs Siegemund,3.6,3.2,4.0,54.7%,48.0%,57.1%,60.0%,62.6%,34.2%,3.5,3.5,2.5,5.7
2019 Birmingham SF,L vs Barty,3.8,4.3,3.3,45.8%,40.0%,38.5%,44.4%,53.6%,26.9%,-4.5,-6.8,-5.5,-9.6
2019 Prague SF,L vs Teichmann,5.8,6.1,5.5,29.7%,44.4%,29.4%,47.6%,43.4%,9.9%,1.0,1.1,-3.5,-2.8
2019 Indian Wells R64,L vs Halep,6.5,6.5,6.5,36.8%,51.7%,45.0%,46.2%,51.2%,26.1%,-9.5,-6.6,1.0,0.9
2019 Doha QF,L vs Kerber,5.3,5.7,4.8,56.4%,51.9%,44.4%,35.5%,55.2%,22.3%,9.5,4.9,0.0,0.0
2018 Fed Cup RR,W vs Kenin,5.3,5.0,5.7,57.8%,50.0%,42.9%,47.1%,54.8%,24.9%,-6.0,-2.9,-7.5,-5.3
2017 Linz F,W vs Rybarikova,4.6,5.4,4.0,51.9%,57.9%,63.6%,66.7%,48.8%,17.0%,11.0,12.9,10.5,12.7
2017 Toronto R16,L vs Halep,4.3,3.9,4.6,33.3%,45.5%,50.0%,12.5%,52.0%,10.5%,-14.0,-16.9,-3.0,-4.2
2017 Birmingham R16,L vs Barty,3.8,3.4,4.2,47.7%,42.2%,30.8%,58.3%,44.9%,20.0%,-15.0,-17.9,-1.5,-1.4
2017 Stuttgart R16,L vs Halep,6.0,5.7,6.2,47.4%,35.0%,36.8%,31.6%,51.8%,16.3%,-10.0,-9.3,-4.5,-4.4
Last 52 Weeks (2 matches),,4.1,4.0,4.2,52.8%,49.4%,43.2%,48.5%,52.1%,28.6%,3.0,2.7,-6.8,-7.8
Career (36 matches),,4.7,4.6,4.8,49.8%,46.5%,45.0%,45.1%,53.3%,22.2%,-3.1,-2.8,-2.4,-2.7
