Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Wimbledon R64,L vs Linette,28.8%,72.2%,25.7%,66.7%,7.1%,7.1%,33.3%,3.1%,14.3%,2.1%,25.0%,-62,-55
2023 Wimbledon R128,W vs Zanevska,32.1%,88.9%,22.2%,80.8%,14.6%,20.0%,100.0%,4.3%,0.0%,0.7%,0.0%,24,71
2021 Australian Open R128,L vs Kuznetsova,9.3%,80.0%,17.3%,52.6%,2.5%,5.9%,0.0%,1.6%,16.7%,0.5%,0.0%,-92,-61
2020 Dubai R32,W vs Anisimova,7.6%,37.5%,10.2%,38.1%,4.8%,16.0%,0.0%,6.8%,25.0%,1.6%,40.0%,-133,-90
2019 Wuhan R32,L vs Halep,23.8%,60.0%,17.6%,63.6%,6.8%,6.7%,0.0%,1.5%,0.0%,2.6%,33.3%,-32,-18
2019 US Open R128,L vs Bolsova,3.1%,0.0%,16.0%,56.5%,4.3%,0.0%,0.0%,4.6%,25.0%,1.4%,40.0%,-72,-75
2019 Wimbledon SF,L vs Williams,12.5%,40.0%,15.3%,38.5%,12.5%,40.0%,0.0%,10.7%,33.3%,3.2%,0.0%,-103,-69
2019 Wimbledon QF,W vs Konta,20.7%,66.7%,16.4%,71.4%,13.5%,20.0%,0.0%,7.1%,0.0%,2.3%,50.0%,-97,-36
2019 Wimbledon R16,W vs Mertens,12.1%,81.8%,25.6%,75.6%,16.7%,55.6%,0.0%,4.4%,0.0%,4.0%,46.2%,-44,-45
2019 Wimbledon R32,W vs Bertens,39.1%,84.0%,31.0%,75.0%,7.3%,12.0%,0.0%,12.5%,100.0%,0.4%,0.0%,-48,-29
2019 Wimbledon R64,W vs Siegemund,40.3%,70.4%,31.7%,73.1%,17.7%,41.7%,0.0%,9.1%,0.0%,0.9%,50.0%,29,42
2019 Birmingham SF,L vs Barty,20.0%,75.0%,16.0%,68.4%,6.3%,0.0%,0.0%,0.0%,0.0%,3.0%,20.0%,-36,-20
2019 Prague SF,L vs Teichmann,14.9%,42.9%,20.6%,57.1%,9.9%,5.6%,30.0%,2.1%,0.0%,2.0%,40.0%,-86,-104
2019 Indian Wells R64,L vs Halep,6.8%,75.0%,9.7%,72.7%,4.8%,5.9%,0.0%,2.0%,0.0%,1.5%,60.0%,-78,-90
2019 Doha QF,L vs Kerber,17.0%,62.5%,20.7%,67.6%,9.6%,25.0%,0.0%,7.1%,27.8%,1.0%,0.0%,-30,-46
2018 Fed Cup RR,W vs Kenin,18.4%,72.2%,19.9%,73.7%,3.3%,4.9%,0.0%,3.1%,12.5%,2.3%,30.0%,-63,-45
2017 Linz F,W vs Rybarikova,19.6%,66.7%,28.3%,78.1%,14.8%,17.4%,25.0%,10.1%,75.0%,1.0%,50.0%,1,-2
2017 Toronto R16,L vs Halep,0.0%,-,3.3%,66.7%,4.5%,12.5%,0.0%,0.0%,0.0%,0.0%,-,-20,-13
2017 Birmingham R16,L vs Barty,0.0%,-,9.0%,64.3%,3.7%,4.5%,0.0%,4.4%,0.0%,0.8%,0.0%,-22,9
2017 Stuttgart R16,L vs Halep,2.3%,100.0%,9.4%,88.9%,0.0%,0.0%,0.0%,3.8%,25.0%,1.6%,50.0%,-71,-59
Last 52 Weeks (2 matches),,29.8%,77.8%,24.5%,71.1%,8.9%,9.6%,50.0%,3.3%,13.3%,1.7%,22.2%,-40,-20
Career (36 matches),,12.7%,69.7%,18.0%,67.6%,6.6%,12.0%,7.6%,4.8%,17.2%,2.0%,30.6%,-41,-32
