Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,18,Hard,42,24,18,57.1%,10,5,5,50.0%,2003,2021,R16,27,1.05,3.3%,3.3%,65.6%,62.9%,50.3%,58.6%,43.6%,57.0%,45.4%
Roland Garros,17,Clay,30,13,17,43.3%,6,2,4,33.3%,2004,2020,R16,22,1.00,2.5%,3.4%,66.3%,58.6%,49.5%,55.5%,44.3%,52.4%,42.3%
Wimbledon,18,Grass,54,36,18,66.7%,14,11,3,78.6%,2003,2023,SF,31,1.04,3.2%,3.6%,63.1%,63.8%,50.1%,58.7%,42.9%,55.7%,45.3%
US Open,18,Hard,32,14,18,43.8%,5,4,1,80.0%,2003,2023,R32,18,0.94,2.5%,4.4%,63.9%,62.5%,41.3%,54.9%,42.3%,50.7%,52.1%
Olympics,2,,3,1,2,33.3%,1,1,0,100.0%,2004,2016,R32,2,0.97,0.7%,4.6%,73.7%,57.1%,37.5%,52.0%,46.4%,61.9%,50.0%
Fed Cup,9,,18,11,7,61.1%,5,3,2,60.0%,2002,2018,,7,1.10,2.7%,3.3%,63.1%,65.6%,44.4%,57.8%,46.3%,62.7%,49.3%
Prague,12,Hard,30,18,12,60.0%,7,5,2,71.4%,2005,2023,F,24,1.08,2.9%,2.1%,67.5%,62.0%,47.4%,57.2%,46.3%,58.7%,44.9%
Eastbourne,5,Grass,12,6,6,50.0%,3,1,2,33.3%,2015,2023,QF,12,1.08,4.1%,3.2%,64.4%,61.8%,48.7%,57.1%,46.4%,60.6%,52.0%
Birmingham,9,Grass,28,19,9,67.9%,6,3,3,50.0%,2004,2023,F,27,1.07,4.7%,3.6%,65.3%,68.2%,53.0%,62.9%,39.8%,60.4%,39.7%
Rome,8,Clay,14,6,8,42.9%,4,1,3,25.0%,2011,2023,QF,13,1.00,1.2%,2.5%,68.5%,58.2%,50.4%,55.8%,44.4%,54.4%,50.5%
Madrid,10,Clay,14,4,10,28.6%,1,0,1,0.0%,2009,2023,R16,12,0.87,2.3%,3.1%,66.5%,57.7%,47.6%,54.3%,39.7%,51.0%,41.6%
Doha,7,Hard,14,7,7,50.0%,3,0,3,0.0%,2012,2020,QF,13,1.12,2.3%,3.0%,67.9%,63.0%,47.9%,58.1%,46.8%,55.6%,49.2%
