Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 Australian Open Q1,L vs Bondar,28,24,1.2,19.0%,16.3%,28,22,1.3,20.7%,16.3%,11.1%,9.6%,1.5,21.1%,14.3%
2021 Chicago 2 R64,W vs Clijsters,17,29,0.6,7.9%,13.5%,14,21,0.7,7.3%,10.9%,5.2%,2.1%,0.7,20.5%,29.3%
2021 US Open R64,L vs Sorribes Tormo,15,41,0.4,13.9%,38.0%,15,41,0.4,14.6%,39.8%,7.8%,6.8%,0.7,10.2%,14.8%
2021 US Open R128,W vs Liu,15,12,1.3,13.5%,10.8%,15,11,1.4,14.3%,10.5%,10.5%,3.8%,0.8,21.6%,27.0%
2021 Wimbledon R128,L vs Swiatek,16,23,0.7,13.4%,19.3%,15,17,0.9,14.0%,15.9%,8.4%,5.6%,1.1,16.8%,15.1%
2021 Roland Garros R128,L vs Wang,27,27,1.0,12.6%,12.6%,27,27,1.0,13.3%,13.3%,,,1.2,15.0%,12.6%
2021 Australian Open QF,L vs Osaka,14,20,0.7,12.8%,18.3%,14,20,0.7,14.3%,20.4%,,,1.3,15.6%,11.9%
2021 Australian Open R16,W vs Vondrousova,16,16,1.0,14.0%,14.0%,16,16,1.0,15.4%,15.4%,,,0.6,14.0%,22.8%
2021 Australian Open R32,W vs Errani,46,41,1.1,19.8%,17.7%,46,41,1.1,20.6%,18.4%,,,1.2,16.8%,14.2%
2021 Australian Open R64,W vs Andreescu,13,12,1.1,12.0%,11.1%,13,12,1.1,13.7%,12.6%,,,0.9,15.7%,18.5%
2021 Australian Open R128,W vs Pironkova,21,22,1.0,17.2%,18.0%,21,22,1.0,18.4%,19.3%,,,0.5,9.8%,21.3%
2020 Roland Garros R64,L vs Swiatek,14,7,2.0,13.2%,6.6%,14,7,2.0,14.1%,7.1%,,,1.8,22.6%,12.3%
2020 Roland Garros R128,W vs Haas,17,13,1.3,12.1%,9.2%,17,13,1.3,12.6%,9.6%,,,0.7,17.7%,25.5%
2020 Doha R64,L vs Zvonareva,19,30,0.6,15.7%,24.8%,19,30,0.6,16.2%,25.6%,5.1%,11.1%,0.9,14.9%,15.7%
2020 Dubai R32,L vs Martic,13,31,0.4,9.6%,23.0%,13,31,0.4,10.3%,24.6%,5.6%,4.8%,0.6,15.6%,25.2%
2020 Australian Open R128,L vs Putintseva,12,25,0.5,10.6%,22.1%,12,25,0.5,11.0%,22.9%,,,1.0,9.7%,9.7%
2020 Adelaide R32,L vs Sabalenka,19,20,1.0,9.9%,10.4%,19,18,1.1,10.5%,9.9%,3.9%,6.1%,1.3,24.0%,18.2%
2019 Hiroshima R16,W vs Hon,26,24,1.1,12.0%,11.1%,26,18,1.4,13.3%,9.2%,9.7%,3.6%,0.9,22.2%,24.5%
2019 Hiroshima R32,W vs Ozaki,42,38,1.1,25.5%,23.0%,40,36,1.1,25.2%,22.6%,19.5%,5.7%,0.7,10.9%,15.8%
2019 US Open R64,L vs Muchova,12,32,0.4,6.4%,17.1%,12,26,0.5,7.1%,15.5%,4.2%,2.4%,1.2,24.1%,20.3%
Career (76 matches),,1524,1764,0.9,13.7%,15.9%,1480,1584,0.9,14.3%,15.3%,7.2%,4.4%,0.9,17.9%,19.0%
