Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,39,23,16,59.0%,8,4,4,50.0%,2002,2024,QF,25,1.02,1.4%,4.1%,64.2%,61.0%,44.3%,55.0%,46.1%,55.8%,48.9%
Roland Garros,15,Clay,28,13,15,46.4%,6,5,1,83.3%,2002,2021,R32,17,0.94,0.8%,2.9%,65.7%,54.7%,46.4%,51.8%,45.4%,54.2%,47.6%
Wimbledon,15,Grass,34,19,15,55.9%,5,4,1,80.0%,2009,2023,R16,25,0.99,1.3%,3.9%,64.0%,60.7%,47.2%,55.8%,43.7%,54.3%,40.2%
US Open,15,Hard,33,18,15,54.5%,9,2,7,22.2%,2002,2021,R64,12,0.91,0.7%,3.5%,63.6%,54.0%,46.2%,51.2%,44.6%,52.0%,49.0%
Olympics,1,,1,0,1,0.0%,1,1,0,100.0%,2012,2012,R64,1,0.71,0.7%,2.1%,62.0%,59.1%,53.7%,57.0%,30.3%,75.0%,50.0%
Fed Cup,7,,23,14,9,60.9%,5,3,2,60.0%,2003,2016,,0,,,,,,,,,,
Cincinnati,9,Hard,16,7,9,43.8%,7,4,3,57.1%,2008,2023,R16,13,0.94,0.8%,4.4%,63.2%,58.7%,43.4%,53.0%,44.0%,48.7%,38.5%
Indian Wells,9,Hard,15,6,9,40.0%,2,2,0,100.0%,2006,2024,R64,13,0.97,1.3%,4.2%,59.4%,57.2%,49.9%,54.2%,44.5%,44.3%,39.7%
Pattaya,8,Hard,19,11,8,57.9%,3,0,3,0.0%,2002,2014,SF,8,1.12,2.2%,4.7%,64.2%,62.4%,44.6%,56.0%,49.2%,50.9%,47.8%
Eastbourne,8,Grass,17,9,8,52.9%,6,4,2,66.7%,2006,2019,R16,15,0.98,1.0%,3.9%,68.5%,60.2%,41.5%,54.3%,44.8%,49.2%,45.7%
Rome,8,Clay,14,6,8,42.9%,1,1,0,100.0%,2009,2021,R32,12,0.88,0.9%,4.4%,62.5%,56.5%,43.4%,51.6%,42.4%,51.8%,51.4%
Beijing,8,Hard,12,4,8,33.3%,4,2,2,50.0%,2007,2019,R32,7,0.85,0.4%,6.1%,60.8%,55.2%,38.2%,48.6%,43.8%,52.5%,38.1%
