Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Australian Open Q1,L vs Bondar,4.0,4.3,3.6,37.5%,56.7%,56.3%,61.5%,37.8%,8.4%,12.0,17.1,2.0,1.6
2021 Chicago R64,W vs Clijsters,3.7,3.4,3.9,55.0%,55.7%,33.3%,42.9%,56.9%,10.9%,7.5,6.3,4.5,3.8
2021 US Open R64,L vs Sorribes Tormo,6.0,6.7,5.0,46.2%,29.0%,50.0%,45.0%,53.7%,7.3%,-8.5,-6.2,-4.0,-3.2
2021 Wimbledon R128,L vs Swiatek,3.4,3.7,3.0,40.0%,45.7%,80.0%,25.0%,40.5%,15.9%,4.5,10.7,-1.5,-2.1
2021 Australian Open QF,L vs Osaka,3.4,3.9,3.0,37.1%,50.0%,57.1%,25.0%,41.3%,10.7%,0.5,1.0,6.5,8.8
2021 Australian Open R16,W vs Vondrousova,4.4,4.0,4.7,51.6%,64.0%,57.1%,76.9%,51.2%,6.7%,5.5,7.0,15.0,15.8
2021 Australian Open R32,W vs Errani,5.2,5.2,5.2,48.9%,54.2%,50.0%,44.4%,39.1%,6.0%,16.5,10.6,14.0,4.8
2021 Australian Open R64,W vs Andreescu,4.5,4.9,4.3,55.8%,58.6%,52.9%,50.0%,47.4%,8.7%,11.0,16.2,7.5,9.1
2021 Australian Open R128,W vs Pironkova,4.1,3.9,4.2,52.1%,51.6%,66.7%,72.7%,54.2%,9.1%,2.5,2.8,-1.0,-1.1
2020 Roland Garros R64,L vs Swiatek,3.5,4.0,2.8,39.1%,53.6%,36.4%,0.0%,43.2%,11.4%,8.0,18.2,10.0,15.6
2020 Doha R64,L vs Zvonareva,5.0,4.8,5.2,44.6%,50.0%,52.4%,41.7%,37.1%,6.0%,3.0,4.2,8.0,5.2
2020 Dubai R32,L vs Martic,4.7,5.1,4.4,45.8%,41.9%,47.1%,53.3%,37.6%,8.0%,-1.5,-1.9,0.0,0.0
2020 Adelaide R32,L vs Sabalenka,3.2,3.1,3.2,45.2%,47.1%,36.4%,100.0%,44.0%,15.9%,-2.5,-3.6,18.0,17.6
2019 Hiroshima R16,W vs Hon,3.4,3.5,3.3,41.4%,64.4%,57.1%,80.0%,57.1%,25.0%,7.5,11.4,8.0,10.5
2019 Hiroshima R32,W vs Ozaki,4.5,4.4,4.6,51.2%,58.7%,52.0%,58.3%,43.9%,8.9%,23.0,22.3,-0.5,-0.3
2019 US Open R64,L vs Muchova,3.6,3.6,3.6,46.6%,36.7%,53.3%,55.6%,50.9%,11.5%,0.5,0.6,-0.5,-0.4
2019 Toronto R64,L vs Kenin,3.3,3.1,3.5,50.6%,44.4%,16.7%,50.0%,46.6%,9.6%,4.0,6.3,3.5,4.4
2019 Washington QF,L vs Mcnally,3.9,4.0,3.7,47.5%,47.7%,42.9%,14.3%,63.4%,7.0%,9.5,11.4,11.0,19.0
2019 Washington R16,W vs Gracheva,4.7,5.3,4.1,42.9%,52.9%,50.0%,59.3%,51.4%,8.3%,13.5,7.5,-3.0,-1.5
2019 Wimbledon R32,L vs Pliskova,3.5,4.0,2.8,44.6%,54.0%,56.3%,50.0%,54.0%,12.4%,6.5,10.5,9.0,10.8
Career (48 matches),,4.1,4.2,4.0,46.0%,49.4%,50.7%,55.6%,48.6%,9.0%,6.0,7.0,3.9,3.5
