Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Australian Open Q1,L vs Bondar,60.3%,46.3%,11.8%,7/1,2.63,1.4%,56.5%,38.5%,6.5%,2.64,2.6%,71.4%,60.0%,23.8%,2.62,0.0%
2021 Chicago R64,W vs Clijsters,77.3%,50.6%,10.9%,8/4,2.69,8.5%,84.7%,49.2%,11.1%,2.61,13.6%,82.8%,54.2%,13.8%,2.81,0.0%
2021 US Open R64,L vs Sorribes Tormo,85.4%,46.3%,4.2%,1/1,2.10,1.8%,93.9%,41.9%,3.0%,1.96,2.9%,90.9%,60.0%,9.1%,2.34,0.0%
2021 Wimbledon R128,L vs Swiatek,58.5%,45.2%,7.5%,2/2,2.43,4.5%,55.9%,36.8%,5.9%,2.55,6.5%,66.7%,58.3%,11.1%,2.16,0.0%
2021 Australian Open QF,L vs Osaka,55.8%,44.8%,9.6%,3/2,2.42,4.8%,44.0%,18.2%,8.0%,2.34,6.7%,69.2%,61.1%,11.5%,2.63,0.0%
2021 Australian Open R16,W vs Vondrousova,75.8%,51.1%,4.8%,0/3,2.43,10.3%,76.7%,51.5%,4.7%,2.55,14.3%,100.0%,50.0%,7.1%,2.13,0.0%
2021 Australian Open R32,W vs Errani,86.1%,58.6%,7.0%,6/2,2.52,9.9%,87.2%,57.3%,3.2%,2.56,11.7%,100.0%,64.7%,29.4%,2.40,4.2%
2021 Australian Open R64,W vs Andreescu,78.9%,55.6%,10.5%,5/1,2.47,4.9%,85.3%,44.8%,8.8%,2.27,7.4%,88.9%,75.0%,16.7%,2.85,0.0%
2021 Australian Open R128,W vs Pironkova,80.0%,54.2%,5.0%,3/0,2.57,2.5%,75.0%,33.3%,10.7%,2.53,3.4%,87.1%,70.4%,0.0%,2.68,0.0%
2020 Roland Garros R64,L vs Swiatek,65.9%,48.3%,25.0%,6/5,2.84,3.7%,78.3%,44.4%,26.1%,2.87,6.3%,64.7%,54.5%,29.4%,2.79,0.0%
2020 Doha R64,L vs Zvonareva,79.3%,45.7%,10.3%,6/0,2.63,0.0%,83.3%,48.6%,9.5%,2.55,0.0%,73.3%,36.4%,13.3%,2.85,0.0%
2020 Dubai R32,L vs Martic,81.7%,47.8%,7.3%,5/1,2.56,4.4%,84.1%,48.6%,4.5%,2.45,6.9%,93.8%,46.7%,12.5%,2.77,0.0%
2020 Adelaide R32,L vs Sabalenka,71.8%,45.9%,12.6%,4/9,2.70,3.1%,67.3%,40.5%,14.5%,2.67,4.5%,84.1%,51.4%,11.4%,2.76,0.0%
2019 Hiroshima R16,W vs Hon,64.8%,64.3%,22.2%,11/13,2.49,2.6%,61.2%,48.8%,19.4%,2.52,3.8%,80.6%,86.2%,30.6%,2.43,0.0%
2019 Hiroshima R32,W vs Ozaki,79.5%,63.6%,2.4%,2/0,2.48,5.8%,75.5%,60.0%,0.0%,2.33,10.3%,89.7%,69.2%,6.9%,2.67,0.0%
2019 US Open R64,L vs Muchova,73.1%,55.9%,8.6%,2/6,2.62,13.3%,69.6%,48.7%,3.6%,2.46,19.6%,82.9%,65.5%,17.1%,2.88,3.4%
2019 Toronto R64,L vs Kenin,67.2%,60.0%,10.4%,3/4,2.46,7.3%,64.1%,56.0%,10.3%,2.43,10.7%,83.3%,65.0%,12.5%,2.52,0.0%
2019 Washington QF,L vs Mcnally,59.6%,50.0%,8.8%,0/5,2.60,10.7%,60.0%,55.6%,10.0%,2.44,13.2%,80.0%,43.8%,10.0%,2.93,5.6%
2019 Washington R16,W vs Gracheva,74.6%,60.0%,5.3%,2/4,2.81,2.9%,78.8%,51.2%,3.8%,2.77,4.9%,78.6%,68.2%,7.1%,2.88,0.0%
2019 Wimbledon R32,L vs Pliskova,59.7%,47.8%,3.9%,0/3,2.31,4.2%,57.9%,45.5%,3.5%,2.16,6.4%,81.3%,53.8%,6.3%,2.63,0.0%
Career (48 matches),,73.0%,52.0%,9.4%,50.5%,2.59,6.1%,73.9%,48.0%,7.4%,2.54,7.9%,82.3%,59.2%,15.0%,2.67,2.4%
