Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,4,0,4,0.0%,1-8,11.1%,24-54,30.8%,0-0,-,3,-,-,0.5%,14.3%,53.8%,52.2%,35.1%,44.3%,37.8%,41.3%,0.68,R32 (2x)
2005,23,8,15,34.8%,21-35,37.5%,256-299,46.1%,3-6,33.3%,6,-,-,1.3%,6.3%,65.8%,55.4%,40.7%,50.4%,44.4%,47.2%,0.90,QF (Auckland)
2004,22,8,14,36.4%,18-28,39.1%,182-226,44.6%,1-3,25.0%,3,-,-,1.7%,9.2%,60.9%,51.9%,47.1%,50.0%,32.3%,41.6%,0.65,QF (Tokyo)
2003,20,7,13,35.0%,17-31,35.4%,187-256,42.2%,2-1,66.7%,0,,,,,,,,,,,,SF (Sydney)
2002,66,35,31,53.0%,80-75,51.6%,711-692,50.7%,5-5,50.0%,0,,,,,,,,,,,,F (2x)
2001,52,22,30,42.3%,52-66,44.1%,512-579,46.9%,6-6,50.0%,0,,,,,,,,,,,,QF (6x)
2000,50,22,28,44.0%,48-60,44.4%,472-519,47.6%,5-4,55.6%,0,,,,,,,,,,,,F (Pattaya)
1999,41,16,25,39.0%,40-46,46.5%,351-416,45.8%,7-7,50.0%,0,,,,,,,,,,,,R16 (7x)
1998,29,11,18,37.9%,28-38,42.4%,269-326,45.2%,3-2,60.0%,0,,,,,,,,,,,,R16 (Bol)
1997,15,5,10,33.3%,10-18,35.7%,106-137,43.6%,3-4,42.9%,0,,,,,,,,,,,,
1996,4,2,2,50.0%,5-3,62.5%,34-36,48.6%,0-2,0.0%,0,,,,,,,,,,,,R16 (2x)
1995,7,1,6,14.3%,3-13,18.8%,43-85,33.6%,1-0,100.0%,0,,,,,,,,,,,,R32 (4x)
1994,3,1,2,33.3%,2-4,33.3%,18-28,39.1%,0-0,-,0,,,,,,,,,,,,R16 (Moscow)
Career,336,138,198,41.1%,325-425,43.3%,3165-3653,46.4%,36-40,47.4%,12,-,-,1.2%,9.1%,61.5%,53.9%,40.3%,48.7%,40.4%,44.5%,0.79,
