Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Magui Serna [ESP],4,5,44.4%,4,3,1,75.0%,1994,2002,0,,,,,,,,,,
7,Anne Kremer [LUX],4,3,57.1%,4,2,2,50.0%,1999,2006,0,,,,,,,,,,
7,Olga Barabanschikova [BLR],5,2,71.4%,0,0,0,-,1997,2003,0,,,,,,,,,,
7,Amelie Mauresmo [FRA],0,7,0.0%,1,1,0,100.0%,1998,2002,0,,,,,,,,,,
7,Henrieta Nagyova [SVK],4,3,57.1%,0,0,0,-,1998,2002,0,,,,,,,,,,
7,Chanda Rubin [USA],0,7,0.0%,0,0,0,-,1998,2002,0,,,,,,,,,,
6,Meghann Shaughnessy [USA],4,2,66.7%,2,1,1,50.0%,1997,2005,0,,,,,,,,,,
6,Jill Craybas [USA],5,1,83.3%,0,0,0,-,2001,2005,0,,,,,,,,,,
6,Janette Husarova [SVK],5,1,83.3%,1,1,0,100.0%,1994,2004,0,,,,,,,,,,
6,Sandra Kleinova [CZE],3,3,50.0%,0,0,0,-,1997,2004,0,,,,,,,,,,
6,Amanda Coetzer [RSA],2,4,33.3%,0,0,0,-,1996,2001,0,,,,,,,,,,
6,Ruxandra Dragomir Ilie [ROU],2,4,33.3%,0,0,0,-,1994,2001,0,,,,,,,,,,
5,Tamarine Tanasugarn [THA],1,4,20.0%,2,1,1,50.0%,1999,2006,0,,,,,,,,,,
5,Martina Sucha [SVK],4,1,80.0%,1,1,0,100.0%,2000,2006,1,0.50,0.0%,12.2%,51.0%,44.0%,37.5%,40.8%,29.5%,37.5%,0.0%
5,Silvia Farina Elia [ITA],2,3,40.0%,1,0,1,0.0%,2000,2005,0,,,,,,,,,,
