Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,101,39,62,38.6%,96-129,42.7%,961-1096,46.7%,12-11,52.2%,79,54.0%,31.3%,1.4%,6.2%,68.8%,58.5%,41.6%,53.2%,43.1%,48.2%,0.92
Clay,79,40,39,50.6%,92-91,50.3%,860-881,49.4%,14-11,56.0%,74,54.5%,36.9%,1.1%,3.8%,71.6%,56.9%,45.8%,53.7%,46.3%,50.0%,1.00
Grass,15,8,7,53.3%,17-19,47.2%,140-170,45.2%,3-1,75.0%,15,53.3%,18.8%,2.6%,6.1%,67.6%,62.3%,45.9%,57.0%,40.4%,48.5%,0.94
Carpet,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,-,-,0.0%,3.5%,63.2%,50.0%,57.1%,52.6%,32.7%,42.9%,0.69
Grand Slams,35,15,20,42.9%,34-45,43.0%,341-391,46.6%,6-4,60.0%,32,57.7%,28.3%,1.5%,4.5%,70.0%,58.4%,45.6%,54.6%,43.3%,48.9%,0.95
Premiers,51,23,28,45.1%,53-64,45.3%,494-558,47.0%,4-6,40.0%,44,45.7%,37.8%,1.3%,5.1%,70.0%,57.1%,43.5%,53.0%,44.6%,48.7%,0.95
Internationals,77,34,43,44.2%,81-96,45.8%,789-881,47.2%,17-8,68.0%,71,57.1%,34.2%,1.3%,5.5%,70.4%,58.5%,43.1%,53.9%,44.4%,49.1%,0.96
Finals,3,2,1,66.7%,5-3,62.5%,37-35,51.4%,1-0,100.0%,3,0.0%,20.0%,0.5%,4.4%,67.2%,47.4%,49.3%,48.0%,50.3%,49.1%,0.97
Semi-finals,6,3,3,50.0%,8-9,47.1%,79-92,46.2%,2-1,66.7%,6,77.8%,22.2%,2.5%,3.5%,73.7%,57.8%,48.7%,55.4%,40.7%,48.5%,0.91
Quarter-finals,14,6,8,42.9%,14-18,43.8%,144-167,46.3%,2-4,33.3%,13,52.8%,15.8%,0.5%,3.4%,74.9%,59.6%,41.7%,55.1%,42.4%,48.5%,0.94
vs Righties,168,71,97,42.3%,170-211,44.6%,1665-1866,47.2%,24-19,55.8%,146,53.6%,32.3%,1.3%,5.0%,70.0%,57.6%,43.5%,53.4%,44.2%,48.8%,0.95
vs Lefties,26,14,12,53.8%,31-30,50.8%,277-281,49.6%,5-4,55.6%,21,57.6%,39.8%,1.3%,5.9%,70.0%,60.9%,45.6%,56.3%,43.7%,50.1%,1.00
vs Top 10,26,5,21,19.2%,18-42,30.0%,218-326,40.1%,3-4,42.9%,21,42.1%,26.7%,1.2%,4.4%,70.8%,56.4%,40.4%,51.7%,40.0%,45.8%,0.83
