Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 Wimbledon R64,L vs Williams,90.2,92.4,5.3,95.3,88.5,99,62,79.8,3.4,,,86,74
2016 Australian Open R64,L vs Kerber,93.5,95.4,4.2,,,103,86,81.5,3.4,,,87,74
2015 US Open R128,L vs Kerber,91.0,92.1,3.0,,,98,87,87.6,2.0,,,91,85
2015 Roland Garros R64,L vs Cornet,90.7,91.5,4.4,,,102,83,84.9,3.7,,,89,78
2015 Australian Open R128,L vs Gajdosova,94.8,96.3,2.8,,,102,89,91.5,4.2,,,98,81
2014 US Open R64,L vs Sharapova,94.5,96.6,3.2,,,104,87,89.6,3.6,,,95,77
2013 US Open R64,L vs Ivanovic,91.6,,,,,98,,,,,,,77
2013 US Open R128,W vs Lepchenko,88.4,,,,,101,,,,,,,74
2012 Australian Open R128,L vs Zvonareva,85.1,,,,,98,,,,,,,69
2011 US Open R128,W vs Kvitova,89.2,94.3,5.4,,,104,82,73.7,4.1,,,79,65
2011 Wimbledon R64,L vs Kuznetsova,99.0,102.3,4.4,,,106,86,92.9,13.3,,,106,72
2011 Australian Open R128,L vs Morita,88.6,92.8,6.4,,,103,78,77.4,3.1,,,83,71
Career (12 matches),,90.8,94.5,4.4,95.3,88.5,106,62,84.9,4.6,,,106,65
