Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,3,0,3,0.0%,0-5,0.0%,12-30,28.6%,0-0,-,3,43.5%,12.5%,1.4%,2.9%,68.8%,42.1%,53.5%,45.7%,36.0%,40.5%,0.66,R32 (3x)
2018,7,3,4,42.9%,9-11,45.0%,87-103,45.8%,2-0,100.0%,7,56.4%,34.0%,0.3%,3.1%,74.9%,55.9%,46.6%,53.5%,44.1%,48.8%,0.95,R16 (Rabat)
2017,3,2,1,66.7%,4-3,57.1%,38-29,56.7%,0-0,-,3,69.7%,44.1%,0.0%,1.0%,84.7%,59.6%,58.1%,59.4%,47.1%,53.2%,1.16,QF (Bucharest)
2016,12,3,9,25.0%,8-19,29.6%,92-148,38.3%,3-1,75.0%,12,47.9%,27.7%,1.6%,7.7%,68.6%,54.2%,37.1%,48.8%,41.5%,45.0%,0.81,QF (Auckland)
2015,29,12,17,41.4%,29-36,44.6%,286-335,46.1%,3-4,42.9%,23,55.7%,37.4%,1.1%,6.1%,73.4%,57.2%,45.7%,54.2%,42.1%,48.2%,0.92,F (Kuala Lumpur)
2014,11,5,6,45.5%,11-12,47.8%,105-106,49.8%,1-1,50.0%,9,-,-,0.5%,6.0%,71.7%,60.1%,44.4%,55.7%,46.0%,50.5%,1.04,QF (Florianopolis)
2013,12,4,8,33.3%,12-15,44.4%,121-137,46.9%,3-2,60.0%,11,-,-,2.3%,6.4%,66.6%,59.7%,44.9%,54.7%,42.9%,48.9%,0.95,R16 (2x)
2012,8,1,7,12.5%,6-12,33.3%,81-93,46.6%,1-2,33.3%,8,-,-,1.1%,9.0%,66.0%,61.3%,37.4%,53.2%,42.8%,48.1%,0.91,R16 (Sydney)
2011,39,16,23,41.0%,33-49,40.2%,337-410,45.1%,4-4,50.0%,32,-,-,1.5%,6.5%,66.8%,58.8%,35.4%,51.0%,44.1%,47.7%,0.90,QF (3x)
2010,61,35,26,57.4%,79-67,54.1%,682-652,51.1%,11-6,64.7%,52,-,-,1.6%,3.3%,69.5%,58.5%,49.1%,55.7%,45.4%,50.4%,1.02,W (Warsaw)
2009,11,6,5,54.5%,14-12,53.8%,125-116,51.9%,1-3,25.0%,9,-,-,1.2%,2.4%,73.6%,57.0%,48.3%,54.7%,50.4%,52.5%,1.11,W (Warsaw)
Career,196,87,109,44.4%,205-241,46.0%,1966-2159,47.7%,29-23,55.8%,169,54.3%,33.7%,1.4%,5.1%,70.0%,58.0%,43.9%,53.8%,44.3%,49.0%,0.96,
