Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,29,11,18,37.9%,25-39,39.1%,296-336,46.8%,1-7,12.5%,20,60.8%,27.7%,2.0%,4.6%,58.3%,59.8%,47.2%,54.5%,38.0%,46.6%,0.84
Clay,21,8,13,38.1%,18-28,39.1%,186-229,44.8%,0-2,0.0%,20,49.6%,32.5%,1.8%,7.3%,55.8%,59.6%,45.2%,53.2%,43.4%,48.4%,0.93
Grass,8,3,5,37.5%,8-10,44.4%,79-89,47.0%,0-0,-,8,69.6%,31.0%,2.0%,4.6%,59.7%,62.8%,50.7%,57.9%,39.2%,48.8%,0.93
Grand Slams,12,3,9,25.0%,7-18,28.0%,98-137,41.7%,0-1,0.0%,12,52.5%,27.1%,2.1%,4.7%,59.4%,60.2%,46.0%,54.4%,38.9%,46.6%,0.85
Internationals,30,11,19,36.7%,26-41,38.8%,288-339,45.9%,0-7,0.0%,28,60.0%,32.1%,1.7%,6.3%,57.5%,60.1%,47.4%,54.7%,40.7%,48.1%,0.90
Semi-finals,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,66.7%,10.0%,0.0%,5.4%,55.4%,61.0%,51.5%,56.8%,33.8%,45.3%,0.78
Quarter-finals,2,1,1,50.0%,2-2,50.0%,17-19,47.2%,0-0,-,1,80.0%,44.4%,7.6%,7.6%,56.1%,70.3%,48.3%,60.6%,42.6%,52.5%,1.08
vs Righties,53,20,33,37.7%,47-71,39.8%,518-611,45.9%,1-8,11.1%,45,58.3%,31.5%,2.0%,5.7%,57.4%,60.1%,47.1%,54.6%,40.9%,47.9%,0.90
vs Lefties,3,0,3,0.0%,0-6,0.0%,19-37,33.9%,0-1,0.0%,3,61.5%,10.3%,0.5%,4.8%,61.0%,61.4%,43.8%,54.5%,30.8%,42.8%,0.68
vs Top 10,3,0,3,0.0%,0-6,0.0%,15-37,28.8%,0-0,-,3,52.9%,10.5%,3.8%,6.3%,58.5%,54.8%,39.4%,48.4%,30.7%,39.7%,0.60
