Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Koksijde F,W vs Dodin,0.98,1.19,72.5,5.5,-,56.8%,-,62.5%,53.8%,44.0%
2019 W25 Koksijde SF,W vs Salden,0.90,1.53,49.0,2.0,-,72.4%,-,69.0%,57.6%,41.9%
2019 W60 Versmold R32,L vs Ferrando,0.89,0.77,56.7,3.2,-,41.0%,-,56.8%,43.8%,44.8%
2019 W25 Ystad SF,W vs Bjorklund,1.17,1.13,89.4,17.9,-,56.4%,-,57.4%,43.6%,39.6%
2019 W25 Ystad R32,W vs Koelzer,0.94,1.62,43.7,2.1,-,61.5%,-,73.9%,61.3%,50.0%
2019 W60 Barcelona SF,L vs Kiick,0.90,0.72,56.4,2.7,-,61.0%,-,47.4%,28.1%,46.2%
2019 W60 Barcelona QF,W vs Burillo Escorihuela,1.26,2.31,36.1,2.0,-,60.9%,-,85.7%,53.3%,46.4%
2019 W60 Brescia R32,L vs Haas,0.92,0.80,51.7,2.3,-,46.0%,-,58.3%,42.9%,40.5%
2019 W60 Saint Gaudens R32,L vs Rus,0.85,0.60,42.4,2.5,-,50.0%,-,52.4%,31.0%,39.1%
2019 W60 Wiesbaden R32,L vs Jani,0.99,0.84,90.3,11.9,1.7%,55.9%,0.0%,53.6%,37.8%,39.0%
2019 Fed Cup RR,L vs Doi,0.90,0.60,39.7,2.1,0.0%,56.3%,3.6%,53.6%,29.0%,31.0%
2019 W25 Tunis R16,L vs Yerolymos,0.97,0.84,64.7,3.1,0.0%,46.2%,0.0%,44.4%,46.2%,48.6%
2019 W25 Tunis R32,W vs Sekulic,1.24,1.70,31.5,2.3,7.9%,60.5%,2.9%,54.3%,55.2%,61.5%
2019 W25 Santa Margherita Di Pula QF,L vs Matviyenko,0.97,0.94,74.3,5.2,0.0%,43.3%,1.9%,53.7%,56.4%,43.4%
2019 W25 Santa Margherita Di Pula R16,W vs Lukas,1.09,1.27,52.4,2.0,0.0%,40.6%,0.0%,48.4%,69.7%,60.0%
2019 Fed Cup RR,L vs Andreescu,0.85,0.64,46.3,2.3,4.2%,54.2%,0.0%,56.5%,33.3%,34.5%
2019 W25 Singapore QF,L vs Han,0.91,0.73,61.1,2.1,2.6%,57.9%,0.0%,56.8%,38.9%,28.6%
2019 W25 Singapore R16,W vs Sutjiadi,1.07,1.96,35.6,2.3,8.3%,70.8%,4.5%,68.2%,55.6%,56.0%
2019 W25 Singapore R32,W vs Veselinovic,1.11,1.79,36.3,2.0,-,69.2%,-,60.9%,59.1%,52.4%
2019 Australian Open Q3,L vs Bonaventure,0.89,0.68,49.8,2.2,3.0%,51.5%,6.3%,56.3%,40.0%,29.6%
2019 (20 matches),,0.99,1.02,58.1,2.6,2.4%,54.5%,1.7%,57.3%,46.8%,43.5%
2018 (22 matches),,1.05,0.97,59.4,2.6,1.7%,53.8%,2.3%,53.1%,42.0%,43.9%
2017 (46 matches),,1.04,1.11,55.7,2.6,3.0%,59.4%,2.3%,56.1%,44.1%,45.8%
2016 (54 matches),,1.04,1.10,59.0,2.8,2.0%,55.2%,2.0%,55.5%,47.6%,47.6%
2015 (31 matches),,1.02,1.04,62.6,2.7,2.5%,55.6%,1.9%,58.2%,42.9%,45.3%
Career (237 matches),,1.03,1.07,57.6,2.6,2.3%,55.5%,2.0%,55.9%,45.4%,46.1%
