Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,17,9,8,52.9%,2,0,2,0.0%,2014,2022,R128,10,0.88,2.3%,3.9%,61.6%,60.6%,45.7%,54.8%,39.6%,54.3%,51.7%
Roland Garros,8,Clay,20,12,8,60.0%,4,2,2,50.0%,2015,2022,R64,11,0.95,1.6%,4.8%,63.5%,58.5%,44.4%,53.4%,44.2%,48.4%,48.8%
Wimbledon,6,Grass,12,6,6,50.0%,1,0,1,0.0%,2015,2021,R64,6,0.88,1.2%,3.5%,65.5%,55.0%,53.0%,54.3%,40.4%,44.2%,43.6%
US Open,8,Hard,18,10,8,55.6%,4,2,2,50.0%,2012,2021,R64,14,0.97,1.5%,7.5%,62.6%,61.9%,42.2%,54.5%,44.3%,56.3%,42.3%
Fed Cup,6,,16,8,8,50.0%,2,1,1,50.0%,2013,2019,,8,0.90,2.7%,4.5%,55.5%,60.8%,46.6%,54.5%,41.1%,47.1%,37.3%
Prague,2,Clay,3,1,2,33.3%,3,2,1,66.7%,2018,2020,R32,3,0.90,0.7%,4.9%,57.1%,58.8%,42.6%,51.9%,43.3%,50.0%,54.5%
Luxembourg,5,Hard,10,5,5,50.0%,3,1,2,33.3%,2014,2019,R32,6,0.92,1.6%,3.6%,61.9%,60.6%,49.2%,56.3%,40.3%,52.6%,44.2%
Indian Wells,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2015,2018,Q2,2,0.88,1.8%,9.6%,46.5%,50.9%,37.7%,43.9%,49.5%,41.2%,45.0%
Hobart,3,Hard,8,5,3,62.5%,5,1,4,20.0%,2015,2018,R32,5,0.98,2.4%,4.5%,60.6%,63.2%,46.6%,56.6%,42.5%,59.1%,51.2%
Auckland,3,Hard,6,3,3,50.0%,2,2,0,100.0%,2013,2018,Q3,6,0.99,1.2%,7.7%,55.1%,62.8%,42.3%,53.6%,46.1%,49.1%,44.8%
Limoges,2,Hard,3,1,2,33.3%,2,1,1,50.0%,2015,2017,R16,1,1.04,3.4%,3.4%,54.6%,63.1%,44.4%,54.6%,47.4%,45.5%,70.0%
